C,D,S,SARCYear,STES,SNTS,SPTS,SPNTS,SMES,STEM,SNTM,SPTM,SPNTEM,SMMEM,STEF,SNTF,SPTF,SPNTEF,SMMEF,STEAI,SNTAI,SPTAI,SPNTAI,SMEAI,STEAS,SNTAS,SPTAS,SPNTAS,SMEAS,STEPI,SNTPI,SPTPI,SPNTPI,SMEPI,STEFI,SNTFI,SPTFI,SPNTFI,SMEFI,STEHI,SNTHI,SPTHI,SPNTHI,SMEHI,STEAA,SNTAA,SPTAA,SPNTAA,SMEAA,STEWH,SNTWH,SPTWH,SPNTWH,SMEWH,STEMR,SNTMR,SPTMR,SPNTMR,SMEMR,STELEP,SNTLEP,SPTLEP,SPNTLEP,SMELEP,STEFY,SNTFY,SPTFY,SPNTFY,SMEFY,STEH,SNTH,SPTH,SPNTH,SMEH,STEMIL,SNTMIL,SPTMIL,SPNTMIL,SMEMIL,STESD,SNTSD,SPTSD,SPNTSD,SMESD,STEMIG,SNTMIG,SPTMIG,SPNTMIG,SMEMIG,STEDI,SNTDI,SPTDI,SPNTDI,SMEDI
10,62265,0106815,2020-2021,131,NT,NT,NT,NT,69,NT,NT,NT,NT,62,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,115,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,26,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,105,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
19,64733,6019442,2020-2021,124,NT,NT,NT,NT,74,NT,NT,NT,NT,50,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,42,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,0,0,0,0,0,118,NT,NT,NT,NT,--,NT,NT,NT,NT,25,NT,NT,NT,NT
19,64907,6021802,2020-2021,75,NT,NT,NT,NT,34,NT,NT,NT,NT,41,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,73,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT,0,0,0,0,0,36,NT,NT,NT,NT,0,0,0,0,0,73,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
43,69419,6046932,2020-2021,87,36,41.38,58.62,83.33,39,20,51.28,48.72,70.00,46,16,34.78,65.22,100.00,0,0,0,0,0,38,18,47.37,52.63,88.89,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,9,37.50,62.50,--,15,4,26.67,73.33,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,13,5,38.46,61.54,--
37,68395,6040513,2020-2021,240,226,94.17,5.83,23.11,122,115,94.26,5.74,27.83,118,111,94.07,5.93,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,227,215,94.71,5.29,23.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75,74,98.67,1.33,1.35,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,162,156,96.30,3.70,20.65,0,0,0,0,0,23,20,86.96,13.04,0.00
56,10561,0121756,2020-2021,69,2,2.90,97.10,--,32,0,0.00,100.00,--,37,2,5.41,94.59,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,13,0,0.00,100.00,--,0,0,0,0,0,47,2,4.26,95.74,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,16,0,0.00,100.00,--
54,72256,5430046,2020-2021,769,NT,NT,NT,NT,395,NT,NT,NT,NT,374,NT,NT,NT,NT,--,NT,NT,NT,NT,24,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,577,NT,NT,NT,NT,--,NT,NT,NT,NT,134,NT,NT,NT,NT,15,NT,NT,NT,NT,65,NT,NT,NT,NT,--,NT,NT,NT,NT,18,NT,NT,NT,NT,0,0,0,0,0,514,NT,NT,NT,NT,--,NT,NT,NT,NT,97,NT,NT,NT,NT
19,64790,1996404,2020-2021,23,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,17,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0
42,69195,6045405,2020-2021,25,NT,NT,NT,NT,11,NT,NT,NT,NT,14,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64733,6018345,2020-2021,80,NT,NT,NT,NT,49,NT,NT,NT,NT,31,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,NT,NT,NT,NT,17,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,19,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,80,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
10,62265,6006837,2020-2021,110,NT,NT,NT,NT,49,NT,NT,NT,NT,61,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,84,NT,NT,NT,NT,0,0,0,0,0,23,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,73,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
15,63362,6009955,2020-2021,93,NT,NT,NT,NT,51,NT,NT,NT,NT,42,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,63,NT,NT,NT,NT,20,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,18,NT,NT,NT,NT,0,0,0,0,0,90,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
37,68452,3730942,2020-2021,244,NT,NT,NT,NT,121,NT,NT,NT,NT,123,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,169,NT,NT,NT,NT,--,NT,NT,NT,NT,46,NT,NT,NT,NT,23,NT,NT,NT,NT,20,NT,NT,NT,NT,--,NT,NT,NT,NT,22,NT,NT,NT,NT,0,0,0,0,0,167,NT,NT,NT,NT,13,NT,NT,NT,NT,28,NT,NT,NT,NT
41,68916,6043848,2020-2021,55,27,49.09,50.91,44.44,35,18,51.43,48.57,38.89,20,9,45.00,55.00,--,0,0,0,0,0,12,6,50.00,50.00,--,0,0,0,0,0,--,--,--,--,--,32,16,50.00,50.00,31.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,10,52.63,47.37,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,45.45,54.55,--,0,0,0,0,0,--,--,--,--,--
19,64634,6014435,2020-2021,64,64,100.00,0.00,12.50,29,29,100.00,0.00,6.90,35,35,100.00,0.00,17.14,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,43,43,100.00,0.00,11.63,15,15,100.00,0.00,6.67,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,59,59,100.00,0.00,13.56,0,0,0,0,0,--,--,--,--,--
19,64881,6021612,2020-2021,88,NT,NT,NT,NT,45,NT,NT,NT,NT,43,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,42,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,55,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT
56,72546,0125674,2020-2021,143,121,84.62,15.38,5.83,65,54,83.08,16.92,7.41,78,67,85.90,14.10,4.55,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,121,104,85.95,14.05,2.91,--,--,--,--,--,14,11,78.57,21.43,36.36,--,--,--,--,--,12,8,66.67,33.33,--,--,--,--,--,--,18,14,77.78,22.22,0.00,0,0,0,0,0,79,67,84.81,15.19,4.48,--,--,--,--,--,12,11,91.67,8.33,0.00
36,67611,0138834,2020-2021,64,60,93.75,6.25,5.26,28,27,96.43,3.57,3.85,36,33,91.67,8.33,6.45,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,42,40,95.24,4.76,5.26,--,--,--,--,--,13,11,84.62,15.38,9.09,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,12,12,100.00,0.00,0.00,0,0,0,0,0,45,42,93.33,6.67,5.00,0,0,0,0,0,--,--,--,--,--
37,68346,3737418,2020-2021,905,696,76.91,23.09,48.63,484,379,78.31,21.69,48.41,419,315,75.18,24.82,48.88,--,--,--,--,--,40,34,85.00,15.00,55.88,--,--,--,--,--,--,--,--,--,--,191,146,76.44,23.56,28.97,--,--,--,--,--,617,470,76.18,23.82,53.63,43,35,81.40,18.60,54.29,11,7,63.64,36.36,--,0,0,0,0,0,12,8,66.67,33.33,--,54,41,75.93,24.07,26.83,161,116,72.05,27.95,30.17,--,--,--,--,--,86,59,68.60,31.40,16.07
33,67215,3330677,2020-2021,371,NT,NT,NT,NT,229,NT,NT,NT,NT,142,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,260,NT,NT,NT,NT,18,NT,NT,NT,NT,70,NT,NT,NT,NT,13,NT,NT,NT,NT,41,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,299,NT,NT,NT,NT,0,0,0,0,0,48,NT,NT,NT,NT
37,68056,6038111,2020-2021,38,NT,NT,NT,NT,19,NT,NT,NT,NT,19,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,27,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
22,65532,2230068,2020-2021,32,5,15.63,84.37,--,14,1,7.14,92.86,--,18,4,22.22,77.78,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,22,3,13.64,86.36,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,20,5,25.00,75.00,--,0,0,0,0,0,--,--,--,--,--
19,64881,1936806,2020-2021,146,NT,NT,NT,NT,94,NT,NT,NT,NT,52,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,122,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,124,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
36,75044,0115444,2020-2021,227,NT,NT,NT,NT,156,NT,NT,NT,NT,71,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,174,NT,NT,NT,NT,17,NT,NT,NT,NT,34,NT,NT,NT,NT,0,0,0,0,0,54,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,0,0,0,0,0,162,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT
30,66621,3031952,2020-2021,977,NT,NT,NT,NT,489,NT,NT,NT,NT,488,NT,NT,NT,NT,--,NT,NT,NT,NT,61,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,638,NT,NT,NT,NT,--,NT,NT,NT,NT,212,NT,NT,NT,NT,33,NT,NT,NT,NT,78,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,475,NT,NT,NT,NT,0,0,0,0,0,119,NT,NT,NT,NT
04,61507,0121509,2020-2021,15,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
54,72231,0127621,2020-2021,360,334,92.78,7.22,17.66,180,168,93.33,6.67,19.05,179,165,92.18,7.82,16.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,256,242,94.53,5.47,13.22,--,--,--,--,--,81,71,87.65,12.35,29.58,--,--,--,--,--,32,32,100.00,0.00,0.00,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,190,184,96.84,3.16,11.96,--,--,--,--,--,35,33,94.29,5.71,3.03
04,61424,0121475,2020-2021,28,25,89.29,10.71,28.00,11,11,100.00,0.00,27.27,17,14,82.35,17.65,28.57,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,17,15,88.24,11.76,33.33,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,14,11,78.57,21.43,27.27,0,0,0,0,0,--,--,--,--,--
01,61176,6090542,2020-2021,103,96,93.20,6.80,67.71,47,44,93.62,6.38,68.18,56,52,92.86,7.14,67.31,0,0,0,0,0,73,69,94.52,5.48,78.26,0,0,0,0,0,--,--,--,--,--,16,13,81.25,18.75,23.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,12,85.71,14.29,16.67,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,19,16,84.21,15.79,31.25,0,0,0,0,0,16,13,81.25,18.75,46.15
36,67777,6105589,2020-2021,45,NT,NT,NT,NT,18,NT,NT,NT,NT,27,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,13,NT,NT,NT,NT,0,0,0,0,0,31,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,30,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
30,10306,0134841,2020-2021,14,5,35.71,64.29,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
50,71043,0110734,2020-2021,85,NT,NT,NT,NT,39,NT,NT,NT,NT,46,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,53,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
01,61259,0115204,2020-2021,41,NT,NT,NT,NT,19,NT,NT,NT,NT,22,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,31,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64733,0101683,2020-2021,151,145,96.03,3.97,46.21,72,69,95.83,4.17,42.03,79,76,96.20,3.80,50.00,--,--,--,--,--,13,11,84.62,15.38,45.45,0,0,0,0,0,--,--,--,--,--,56,54,96.43,3.57,33.33,15,14,93.33,6.67,35.71,60,59,98.33,1.67,59.32,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,95,89,93.68,6.32,41.57,0,0,0,0,0,26,25,96.15,3.85,12.00
45,70029,6050355,2020-2021,11,10,90.91,9.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,12,12,100.00,0.00,0.00,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
19,64725,6015184,2020-2021,104,NT,NT,NT,NT,55,NT,NT,NT,NT,49,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,78,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,17,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,73,NT,NT,NT,NT,--,NT,NT,NT,NT,24,NT,NT,NT,NT
34,67314,6033005,2020-2021,116,21,18.10,81.90,0.00,63,11,17.46,82.54,0.00,53,10,18.87,81.13,--,0,0,0,0,0,21,2,9.52,90.48,--,--,--,--,--,--,--,--,--,--,--,60,12,20.00,80.00,0.00,17,1,5.88,94.12,--,--,--,--,--,--,--,--,--,--,--,47,6,12.77,87.23,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,99,20,20.20,79.80,0.00,--,--,--,--,--,16,2,12.50,87.50,--
30,66522,6028229,2020-2021,51,NT,NT,NT,NT,21,NT,NT,NT,NT,30,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,22,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,38,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64733,0127985,2020-2021,84,NT,NT,NT,NT,44,NT,NT,NT,NT,40,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,77,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,66,NT,NT,NT,NT,0,0,0,0,0,13,NT,NT,NT,NT
50,73601,5030036,2020-2021,22,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
19,64733,6017271,2020-2021,45,NT,NT,NT,NT,22,NT,NT,NT,NT,23,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,44,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,43,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
39,75499,6042881,2020-2021,122,120,98.36,1.64,24.17,59,57,96.61,3.39,28.07,63,63,100.00,0.00,20.63,0,0,0,0,0,15,15,100.00,0.00,73.33,0,0,0,0,0,--,--,--,--,--,86,84,97.67,2.33,9.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,59,59,100.00,0.00,0.00,0,0,0,0,0,14,14,100.00,0.00,14.29,0,0,0,0,0,86,84,97.67,2.33,13.10,--,--,--,--,--,--,--,--,--,--
30,66613,6029656,2020-2021,103,NT,NT,NT,NT,48,NT,NT,NT,NT,55,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,64,NT,NT,NT,NT,0,0,0,0,0,38,NT,NT,NT,NT,--,NT,NT,NT,NT,101,NT,NT,NT,NT,0,0,0,0,0,13,NT,NT,NT,NT
49,70920,4935292,2020-2021,317,NT,NT,NT,NT,162,NT,NT,NT,NT,155,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,214,NT,NT,NT,NT,--,NT,NT,NT,NT,56,NT,NT,NT,NT,--,NT,NT,NT,NT,36,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,189,NT,NT,NT,NT,--,NT,NT,NT,NT,50,NT,NT,NT,NT
37,68296,6085088,2020-2021,106,NT,NT,NT,NT,60,NT,NT,NT,NT,46,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,17,NT,NT,NT,NT,--,NT,NT,NT,NT,60,NT,NT,NT,NT,22,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
19,64733,6019624,2020-2021,173,NT,NT,NT,NT,91,NT,NT,NT,NT,82,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,157,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,54,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,172,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT
36,67801,6036115,2020-2021,58,52,89.66,10.34,21.15,24,23,95.83,4.17,21.74,34,29,85.29,14.71,20.69,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,20,18,90.00,10.00,11.11,--,--,--,--,--,26,23,88.46,11.54,30.43,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,14,12,85.71,14.29,0.00,0,0,0,0,0,45,39,86.67,13.33,12.82,0,0,0,0,0,--,--,--,--,--
37,68338,3735750,2020-2021,823,NT,NT,NT,NT,420,NT,NT,NT,NT,403,NT,NT,NT,NT,0,0,0,0,0,20,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,281,NT,NT,NT,NT,16,NT,NT,NT,NT,440,NT,NT,NT,NT,62,NT,NT,NT,NT,13,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT,47,NT,NT,NT,NT,233,NT,NT,NT,NT,0,0,0,0,0,73,NT,NT,NT,NT
54,75325,0106021,2020-2021,169,164,97.04,2.96,10.98,100,96,96.00,4.00,12.50,69,68,98.55,1.45,8.82,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,161,156,96.89,3.11,11.54,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,51,51,100.00,0.00,1.96,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,158,155,98.10,1.90,11.61,15,15,100.00,0.00,6.67,11,10,90.91,9.09,--
58,10587,6069249,2020-2021,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT
19,64568,6013742,2020-2021,73,NT,NT,NT,NT,33,NT,NT,NT,NT,40,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,0,0,0,0,0,39,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,20,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
34,67330,6033146,2020-2021,62,NT,NT,NT,NT,39,NT,NT,NT,NT,23,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,19,NT,NT,NT,NT,0,0,0,0,0,23,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,20,NT,NT,NT,NT
19,64733,6016422,2020-2021,67,NT,NT,NT,NT,35,NT,NT,NT,NT,32,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,30,NT,NT,NT,NT,--,NT,NT,NT,NT,26,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
56,72652,6097034,2020-2021,105,84,80.00,20.00,30.95,43,38,88.37,11.63,23.68,62,46,74.19,25.81,36.96,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,61,49,80.33,19.67,28.57,--,--,--,--,--,24,19,79.17,20.83,36.84,--,--,--,--,--,16,10,62.50,37.50,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,53,41,77.36,22.64,19.51,0,0,0,0,0,--,--,--,--,--
07,61804,0113589,2020-2021,154,NT,NT,NT,NT,87,NT,NT,NT,NT,67,NT,NT,NT,NT,--,NT,NT,NT,NT,115,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,11,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
