C,D,S,SARCYear,STES,SNTS,SPTS,SPNTS,SMES,STEM,SNTM,SPTM,SPNTEM,SMMEM,STEF,SNTF,SPTF,SPNTEF,SMMEF,STEAI,SNTAI,SPTAI,SPNTAI,SMEAI,STEAS,SNTAS,SPTAS,SPNTAS,SMEAS,STEPI,SNTPI,SPTPI,SPNTPI,SMEPI,STEFI,SNTFI,SPTFI,SPNTFI,SMEFI,STEHI,SNTHI,SPTHI,SPNTHI,SMEHI,STEAA,SNTAA,SPTAA,SPNTAA,SMEAA,STEWH,SNTWH,SPTWH,SPNTWH,SMEWH,STEMR,SNTMR,SPTMR,SPNTMR,SMEMR,STELEP,SNTLEP,SPTLEP,SPNTLEP,SMELEP,STEFY,SNTFY,SPTFY,SPNTFY,SMEFY,STEH,SNTH,SPTH,SPNTH,SMEH,STEMIL,SNTMIL,SPTMIL,SPNTMIL,SMEMIL,STESD,SNTSD,SPTSD,SPNTSD,SMESD,STEMIG,SNTMIG,SPTMIG,SPNTMIG,SMEMIG,STEDI,SNTDI,SPTDI,SPNTDI,SMEDI
52,71498,6114466,2020-2021,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
37,68338,6059638,2020-2021,356,NT,NT,NT,NT,175,NT,NT,NT,NT,181,NT,NT,NT,NT,0,0,0,0,0,63,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,113,NT,NT,NT,NT,28,NT,NT,NT,NT,128,NT,NT,NT,NT,21,NT,NT,NT,NT,16,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT,152,NT,NT,NT,NT,0,0,0,0,0,31,NT,NT,NT,NT
54,72256,0135863,2020-2021,80,6,7.50,92.50,--,40,4,10.00,90.00,--,40,2,5.00,95.00,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,70,5,7.14,92.86,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,19,1,5.26,94.74,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,7.46,92.54,--,0,0,0,0,0,--,--,--,--,--
27,10272,2730117,2020-2021,11,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
30,66563,6028955,2020-2021,196,NT,NT,NT,NT,89,NT,NT,NT,NT,107,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,174,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,22,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,136,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT
49,70912,6052104,2020-2021,58,NT,NT,NT,NT,34,NT,NT,NT,NT,24,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,55,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,54,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
27,66191,6102925,2020-2021,223,NT,NT,NT,NT,107,NT,NT,NT,NT,116,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,191,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,85,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,168,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT
30,66621,6029748,2020-2021,95,NT,NT,NT,NT,47,NT,NT,NT,NT,48,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,90,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,39,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
54,71837,6114078,2020-2021,75,NT,NT,NT,NT,35,NT,NT,NT,NT,40,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,51,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,64,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
39,68502,3930054,2020-2021,35,NT,NT,NT,NT,25,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0
19,64634,6014450,2020-2021,71,62,87.32,12.68,17.74,40,33,82.50,17.50,15.15,31,29,93.55,6.45,20.69,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,57,91.94,8.06,17.54,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,19,15,78.95,21.05,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,56,88.89,11.11,19.64,0,0,0,0,0,--,--,--,--,--
15,63412,0116384,2020-2021,312,141,45.19,54.81,19.15,144,64,44.44,55.56,18.75,168,77,45.83,54.17,19.48,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,18,11,61.11,38.89,27.27,285,125,43.86,56.14,18.40,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,55,22,40.00,60.00,4.55,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,289,130,44.98,55.02,18.46,15,6,40.00,60.00,--,28,9,32.14,67.86,--
19,64667,1996420,2020-2021,369,NT,NT,NT,NT,204,NT,NT,NT,NT,165,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,191,NT,NT,NT,NT,106,NT,NT,NT,NT,42,NT,NT,NT,NT,16,NT,NT,NT,NT,35,NT,NT,NT,NT,12,NT,NT,NT,NT,16,NT,NT,NT,NT,25,NT,NT,NT,NT,320,NT,NT,NT,NT,0,0,0,0,0,48,NT,NT,NT,NT
31,66928,3135308,2020-2021,951,457,48.05,51.95,51.54,449,225,50.11,49.89,47.56,497,229,46.08,53.92,55.70,--,--,--,--,--,113,63,55.75,44.25,60.32,--,--,--,--,--,72,41,56.94,43.06,68.29,235,102,43.40,56.60,35.64,23,10,43.48,56.52,--,441,211,47.85,52.15,54.98,49,22,44.90,55.10,45.45,29,9,31.03,68.97,--,--,--,--,--,--,28,10,35.71,64.29,--,0,0,0,0,0,113,39,34.51,65.49,30.77,0,0,0,0,0,78,22,28.21,71.79,4.55
37,68379,6119341,2020-2021,148,NT,NT,NT,NT,76,NT,NT,NT,NT,72,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,108,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,45,NT,NT,NT,NT,0,0,0,0,0,32,NT,NT,NT,NT,0,0,0,0,0,80,NT,NT,NT,NT,--,NT,NT,NT,NT,21,NT,NT,NT,NT
37,68338,0101345,2020-2021,138,NT,NT,NT,NT,54,NT,NT,NT,NT,84,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,128,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,60,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,131,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT
43,69625,6072151,2020-2021,83,NT,NT,NT,NT,38,NT,NT,NT,NT,45,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,47,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,17,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,29,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
33,67082,6032080,2020-2021,48,NT,NT,NT,NT,28,NT,NT,NT,NT,19,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,27,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,38,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
10,62117,6109920,2020-2021,96,NT,NT,NT,NT,45,NT,NT,NT,NT,51,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,44,NT,NT,NT,NT,--,NT,NT,NT,NT,35,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,47,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
01,61259,6002042,2020-2021,61,NT,NT,NT,NT,27,NT,NT,NT,NT,34,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,28,NT,NT,NT,NT,20,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,57,NT,NT,NT,NT,0,0,0,0,0,17,NT,NT,NT,NT
11,62653,1132109,2020-2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
19,64733,6057988,2020-2021,172,NT,NT,NT,NT,101,NT,NT,NT,NT,71,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,71,NT,NT,NT,NT,26,NT,NT,NT,NT,51,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,108,NT,NT,NT,NT,0,0,0,0,0,43,NT,NT,NT,NT
30,66621,6085328,2020-2021,623,NT,NT,NT,NT,397,NT,NT,NT,NT,226,NT,NT,NT,NT,--,NT,NT,NT,NT,17,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,406,NT,NT,NT,NT,32,NT,NT,NT,NT,120,NT,NT,NT,NT,25,NT,NT,NT,NT,38,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,179,NT,NT,NT,NT,0,0,0,0,0,86,NT,NT,NT,NT
31,75085,0114371,2020-2021,20,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64733,1939305,2020-2021,309,NT,NT,NT,NT,155,NT,NT,NT,NT,154,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,181,NT,NT,NT,NT,120,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,51,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,303,NT,NT,NT,NT,0,0,0,0,0,41,NT,NT,NT,NT
54,72256,0133819,2020-2021,415,11,2.65,97.35,45.45,196,4,2.04,97.96,--,219,7,3.20,96.80,--,--,--,--,--,--,36,0,0.00,100.00,--,--,--,--,--,--,--,--,--,--,--,265,6,2.26,97.74,--,--,--,--,--,--,89,5,5.62,94.38,--,14,0,0.00,100.00,--,47,1,2.13,97.87,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,247,3,1.21,98.79,--,--,--,--,--,--,34,0,0.00,100.00,--
34,76505,6033443,2020-2021,64,NT,NT,NT,NT,31,NT,NT,NT,NT,33,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,32,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,63,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
36,67686,6035646,2020-2021,91,NT,NT,NT,NT,40,NT,NT,NT,NT,51,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,88,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
43,69427,0131995,2020-2021,57,NT,NT,NT,NT,36,NT,NT,NT,NT,21,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,15,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64733,0127936,2020-2021,101,NT,NT,NT,NT,55,NT,NT,NT,NT,46,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64519,1932664,2020-2021,381,NT,NT,NT,NT,186,NT,NT,NT,NT,195,NT,NT,NT,NT,0,0,0,0,0,52,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,328,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,56,NT,NT,NT,NT,--,NT,NT,NT,NT,38,NT,NT,NT,NT,--,NT,NT,NT,NT,367,NT,NT,NT,NT,--,NT,NT,NT,NT,38,NT,NT,NT,NT
37,68189,6038343,2020-2021,95,NT,NT,NT,NT,49,NT,NT,NT,NT,46,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,22,NT,NT,NT,NT,--,NT,NT,NT,NT,59,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,16,NT,NT,NT,NT,22,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT
43,69583,4334488,2020-2021,35,NT,NT,NT,NT,22,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,23,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
36,67876,0109488,2020-2021,521,NT,NT,NT,NT,262,NT,NT,NT,NT,259,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,426,NT,NT,NT,NT,31,NT,NT,NT,NT,40,NT,NT,NT,NT,14,NT,NT,NT,NT,56,NT,NT,NT,NT,--,NT,NT,NT,NT,72,NT,NT,NT,NT,0,0,0,0,0,447,NT,NT,NT,NT,0,0,0,0,0,55,NT,NT,NT,NT
19,64733,6018931,2020-2021,47,NT,NT,NT,NT,29,NT,NT,NT,NT,18,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,43,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,39,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
33,67173,6032452,2020-2021,88,85,96.59,3.41,18.75,41,39,95.12,4.88,22.86,47,46,97.87,2.13,15.56,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,76,74,97.37,2.63,18.84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,29,96.67,3.33,3.70,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,86,83,96.51,3.49,19.23,0,0,0,0,0,--,--,--,--,--
27,65961,6025977,2020-2021,91,NT,NT,NT,NT,44,NT,NT,NT,NT,47,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,90,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,NT,NT,NT,NT,0,0,0,0,0,36,NT,NT,NT,NT,0,0,0,0,0,87,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
24,10249,6068498,2020-2021,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
43,69708,6049290,2020-2021,130,NT,NT,NT,NT,65,NT,NT,NT,NT,65,NT,NT,NT,NT,0,0,0,0,0,38,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,13,NT,NT,NT,NT,--,NT,NT,NT,NT,63,NT,NT,NT,NT,15,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
30,66746,6030720,2020-2021,78,NT,NT,NT,NT,44,NT,NT,NT,NT,34,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,16,NT,NT,NT,NT,--,NT,NT,NT,NT,36,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,27,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,65060,6022982,2020-2021,111,NT,NT,NT,NT,62,NT,NT,NT,NT,49,NT,NT,NT,NT,--,NT,NT,NT,NT,40,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,22,NT,NT,NT,NT,--,NT,NT,NT,NT,27,NT,NT,NT,NT,16,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
37,68338,6039366,2020-2021,90,NT,NT,NT,NT,61,NT,NT,NT,NT,29,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,70,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,45,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT,--,NT,NT,NT,NT,88,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
01,61259,6002109,2020-2021,57,NT,NT,NT,NT,31,NT,NT,NT,NT,26,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,32,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,10199,0140772,2020-2021,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
19,65151,6106785,2020-2021,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
19,75713,6159099,2020-2021,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
44,69757,6049571,2020-2021,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
19,64733,0109249,2020-2021,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
34,67439,7091481,2020-2021,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
19,64733,6934616,2020-2021,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
77,76422,0129809,2020-2021,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
09,61838,6157952,2020-2021,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
77,76422,6131189,2020-2021,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
