C,D,S,SARCYear,ETES,ENTS,EPTS,EPNTS,EMES,ETEM,ENTM,EPTM,EPNTEM,EMMEM,ETEF,ENTF,EPTF,EPNTEF,EMMEF,ETEAI,ENTAI,EPTAI,EPNTAI,EMEAI,ETEAS,ENTAS,EPTAS,EPNTAS,EMEAS,ETEPI,ENTPI,EPTPI,EPNTPI,EMEPI,ETEFI,ENTFI,EPTFI,EPNTFI,EMEFI,ETEHI,ENTHI,EPTHI,EPNTHI,EMEHI,ETEAA,ENTAA,EPTAA,EPNTAA,EMEAA,ETEWH,ENTWH,EPTWH,EPNTWH,EMEWH,ETEMR,ENTMR,EPTMR,EPNTMR,EMEMR,ETELEP,ENTLEP,EPTLEP,EPNTLEP,EMELEP,ETEFY,ENTFY,EPTFY,EPNTFY,EMEFY,ETEH,ENTH,EPTH,EPNTH,EMEH,ETEMIL,ENTMIL,EPTMIL,EPNTMIL,EMEMIL,ETESD,ENTSD,EPTSD,EPNTSD,EMESD,ETEMIG,ENTMIG,EPTMIG,EPNTMIG,EMEMIG,ETEDI,ENTDI,EPTDI,EPNTDI,EMEDI
56,72561,6055529,2020-2021,423,395,93.38,6.62,28.35,204,194,95.10,4.90,20.62,219,201,91.78,8.22,35.82,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,415,390,93.98,6.02,27.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,265,249,93.96,6.04,12.85,--,--,--,--,--,138,124,89.86,10.14,29.03,0,0,0,0,0,336,314,93.45,6.55,25.48,--,--,--,--,--,36,35,97.22,2.78,8.57
39,68676,0123802,2020-2021,110,95,86.36,13.64,62.77,18,14,77.78,22.22,69.23,92,81,88.04,11.96,61.73,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,81,69,85.19,14.81,60.29,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,87,76,87.36,12.64,62.67,0,0,0,0,0,--,--,--,--,--
36,67819,6036198,2020-2021,442,NT,NT,NT,NT,224,NT,NT,NT,NT,218,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,403,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,102,NT,NT,NT,NT,--,NT,NT,NT,NT,70,NT,NT,NT,NT,0,0,0,0,0,393,NT,NT,NT,NT,0,0,0,0,0,58,NT,NT,NT,NT
04,61408,0430827,2020-2021,50,48,96.00,4.00,45.83,24,23,95.83,4.17,30.43,26,25,96.15,3.85,60.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,94.74,5.26,50.00,--,--,--,--,--,25,24,96.00,4.00,54.17,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,94.59,5.41,37.14,--,--,--,--,--,--,--,--,--,--
50,71068,6071575,2020-2021,220,180,81.82,18.18,25.56,133,108,81.20,18.80,19.44,87,72,82.76,17.24,34.72,25,22,88.00,12.00,27.27,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,28,21,75.00,25.00,23.81,--,--,--,--,--,150,125,83.33,16.67,25.60,13,10,76.92,23.08,--,45,32,71.11,28.89,9.38,--,--,--,--,--,34,30,88.24,11.76,0.00,0,0,0,0,0,146,120,82.19,17.81,20.83,--,--,--,--,--,27,20,74.07,25.93,0.00
10,62265,0106815,2020-2021,418,411,98.33,1.67,47.93,218,214,98.17,1.83,43.93,200,197,98.50,1.50,52.28,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,363,357,98.35,1.65,47.34,--,--,--,--,--,37,36,97.30,2.70,50.00,--,--,--,--,--,93,90,96.77,3.23,11.11,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,333,327,98.20,1.80,43.43,14,14,100.00,0.00,35.71,23,22,95.65,4.35,9.09
43,10439,0120642,2020-2021,199,NT,NT,NT,NT,102,NT,NT,NT,NT,97,NT,NT,NT,NT,0,0,0,0,0,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,171,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,107,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,176,NT,NT,NT,NT,0,0,0,0,0,33,NT,NT,NT,NT
19,64907,6112437,2020-2021,186,40,21.51,78.49,13.16,95,20,21.05,78.95,15.00,91,20,21.98,78.02,11.11,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,170,39,22.94,77.06,13.51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,91,18,19.78,80.22,0.00,--,--,--,--,--,78,12,15.38,84.62,16.67,0,0,0,0,0,182,39,21.43,78.57,13.51,0,0,0,0,0,--,--,--,--,--
13,63123,6008478,2020-2021,305,NT,NT,NT,NT,166,NT,NT,NT,NT,139,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,150,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,270,NT,NT,NT,NT,30,NT,NT,NT,NT,46,NT,NT,NT,NT
57,72710,6066260,2020-2021,193,NT,NT,NT,NT,97,NT,NT,NT,NT,96,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,149,NT,NT,NT,NT,--,NT,NT,NT,NT,22,NT,NT,NT,NT,--,NT,NT,NT,NT,55,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,151,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT
52,71654,6053672,2020-2021,167,165,98.80,1.20,43.64,84,82,97.62,2.38,32.93,83,83,100.00,0.00,54.22,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,79,79,100.00,0.00,30.38,0,0,0,0,0,84,82,97.62,2.38,54.88,--,--,--,--,--,37,37,100.00,0.00,5.41,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,96,95,98.96,1.04,41.05,0,0,0,0,0,18,17,94.44,5.56,29.41
54,72231,0127621,2020-2021,1038,988,95.18,4.82,32.29,534,510,95.51,4.49,28.04,503,477,94.83,5.17,36.90,--,--,--,--,--,16,16,100.00,0.00,56.25,--,--,--,--,--,11,10,90.91,9.09,--,715,690,96.50,3.50,27.68,24,24,100.00,0.00,33.33,256,233,91.02,8.98,42.49,13,12,92.31,7.69,41.67,93,93,100.00,0.00,3.23,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,542,528,97.42,2.58,23.86,--,--,--,--,--,99,86,86.87,13.13,6.98
37,68338,6040000,2020-2021,614,NT,NT,NT,NT,278,NT,NT,NT,NT,336,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,313,NT,NT,NT,NT,78,NT,NT,NT,NT,149,NT,NT,NT,NT,57,NT,NT,NT,NT,87,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,22,NT,NT,NT,NT,217,NT,NT,NT,NT,0,0,0,0,0,42,NT,NT,NT,NT
37,68080,6108534,2020-2021,502,NT,NT,NT,NT,251,NT,NT,NT,NT,251,NT,NT,NT,NT,--,NT,NT,NT,NT,25,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,103,NT,NT,NT,NT,--,NT,NT,NT,NT,326,NT,NT,NT,NT,38,NT,NT,NT,NT,24,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,67,NT,NT,NT,NT,--,NT,NT,NT,NT,100,NT,NT,NT,NT
40,68759,6043087,2020-2021,360,1,0.28,99.72,--,196,0,0.00,100.00,--,164,1,0.61,99.39,--,0,0,0,0,0,11,0,0.00,100.00,--,0,0,0,0,0,--,--,--,--,--,78,1,1.28,98.72,--,--,--,--,--,--,234,0,0.00,100.00,--,30,0,0.00,100.00,--,--,--,--,--,--,0,0,0,0,0,42,0,0.00,100.00,--,--,--,--,--,--,126,1,0.79,99.21,--,0,0,0,0,0,49,1,2.04,97.96,--
37,76471,0127605,2020-2021,213,NT,NT,NT,NT,94,NT,NT,NT,NT,119,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,120,NT,NT,NT,NT,--,NT,NT,NT,NT,66,NT,NT,NT,NT,--,NT,NT,NT,NT,50,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,115,NT,NT,NT,NT,0,0,0,0,0,32,NT,NT,NT,NT
36,73890,6035455,2020-2021,203,190,93.60,6.40,26.84,108,103,95.37,4.63,21.36,95,87,91.58,8.42,33.33,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,103,99,96.12,3.88,26.26,--,--,--,--,--,75,69,92.00,8.00,31.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36,30,83.33,16.67,46.67,11,10,90.91,9.09,--,155,144,92.90,7.10,25.00,0,0,0,0,0,38,36,94.74,5.26,5.56
30,66647,6085641,2020-2021,264,NT,NT,NT,NT,122,NT,NT,NT,NT,142,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,185,NT,NT,NT,NT,--,NT,NT,NT,NT,53,NT,NT,NT,NT,--,NT,NT,NT,NT,39,NT,NT,NT,NT,--,NT,NT,NT,NT,22,NT,NT,NT,NT,--,NT,NT,NT,NT,144,NT,NT,NT,NT,0,0,0,0,0,24,NT,NT,NT,NT
56,72538,0100362,2020-2021,554,NT,NT,NT,NT,282,NT,NT,NT,NT,272,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,464,NT,NT,NT,NT,23,NT,NT,NT,NT,35,NT,NT,NT,NT,--,NT,NT,NT,NT,119,NT,NT,NT,NT,--,NT,NT,NT,NT,18,NT,NT,NT,NT,0,0,0,0,0,442,NT,NT,NT,NT,--,NT,NT,NT,NT,106,NT,NT,NT,NT
36,75051,6035976,2020-2021,294,NT,NT,NT,NT,149,NT,NT,NT,NT,145,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,156,NT,NT,NT,NT,--,NT,NT,NT,NT,120,NT,NT,NT,NT,--,NT,NT,NT,NT,57,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,246,NT,NT,NT,NT,0,0,0,0,0,37,NT,NT,NT,NT
19,64733,0116954,2020-2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
33,67033,6107668,2020-2021,492,NT,NT,NT,NT,267,NT,NT,NT,NT,225,NT,NT,NT,NT,--,NT,NT,NT,NT,59,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,242,NT,NT,NT,NT,27,NT,NT,NT,NT,132,NT,NT,NT,NT,22,NT,NT,NT,NT,52,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,209,NT,NT,NT,NT,0,0,0,0,0,116,NT,NT,NT,NT
21,65417,6024558,2020-2021,188,184,97.87,2.13,52.17,105,105,100.00,0.00,51.43,83,79,95.18,4.82,53.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,75,73,97.33,2.67,30.14,--,--,--,--,--,83,82,98.80,1.20,70.73,14,13,92.86,7.14,46.15,31,30,96.77,3.23,10.00,0,0,0,0,0,12,12,100.00,0.00,0.00,0,0,0,0,0,78,75,96.15,3.85,22.67,0,0,0,0,0,29,28,96.55,3.45,17.86
27,66142,6026595,2020-2021,398,NT,NT,NT,NT,215,NT,NT,NT,NT,183,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,378,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,244,NT,NT,NT,NT,0,0,0,0,0,346,NT,NT,NT,NT,0,0,0,0,0,355,NT,NT,NT,NT,29,NT,NT,NT,NT,36,NT,NT,NT,NT
14,63289,6008775,2020-2021,145,139,95.86,4.14,45.32,75,73,97.33,2.67,38.36,70,66,94.29,5.71,53.03,21,18,85.71,14.29,66.67,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,74,73,98.65,1.35,30.14,0,0,0,0,0,30,30,100.00,0.00,63.33,18,16,88.89,11.11,56.25,25,24,96.00,4.00,12.50,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,101,96,95.05,4.95,44.79,0,0,0,0,0,22,20,90.91,9.09,50.00
19,64246,1937051,2020-2021,687,NT,NT,NT,NT,340,NT,NT,NT,NT,347,NT,NT,NT,NT,0,0,0,0,0,24,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,315,NT,NT,NT,NT,67,NT,NT,NT,NT,219,NT,NT,NT,NT,50,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,333,NT,NT,NT,NT,--,NT,NT,NT,NT,77,NT,NT,NT,NT
19,64592,6013957,2020-2021,430,1,0.23,99.77,--,217,0,0.00,100.00,--,213,1,0.47,99.53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,322,1,0.31,99.69,--,74,0,0.00,100.00,--,--,--,--,--,--,--,--,--,--,--,106,1,0.94,99.06,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,314,1,0.32,99.68,--,0,0,0,0,0,38,1,2.63,97.37,--
30,66522,6028229,2020-2021,203,NT,NT,NT,NT,100,NT,NT,NT,NT,103,NT,NT,NT,NT,0,0,0,0,0,52,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,110,NT,NT,NT,NT,--,NT,NT,NT,NT,17,NT,NT,NT,NT,--,NT,NT,NT,NT,50,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,146,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT
37,68023,6038020,2020-2021,237,NT,NT,NT,NT,130,NT,NT,NT,NT,107,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT,189,NT,NT,NT,NT,--,NT,NT,NT,NT,18,NT,NT,NT,NT,--,NT,NT,NT,NT,43,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,120,NT,NT,NT,NT,0,0,0,0,0,53,NT,NT,NT,NT
30,66514,3037496,2020-2021,632,577,91.30,8.70,88.66,368,339,92.12,7.88,88.10,263,237,90.11,9.89,89.41,--,--,--,--,--,276,266,96.38,3.62,95.49,--,--,--,--,--,47,47,100.00,0.00,85.11,179,148,82.68,17.32,73.79,--,--,--,--,--,95,86,90.53,9.47,92.94,22,18,81.82,18.18,88.89,15,8,53.33,46.67,--,0,0,0,0,0,--,--,--,--,--,62,59,95.16,4.84,87.93,164,145,88.41,11.59,83.33,0,0,0,0,0,33,14,42.42,57.58,57.14
04,61507,0121509,2020-2021,44,30,68.18,31.82,26.67,27,21,77.78,22.22,28.57,17,9,52.94,47.06,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,22,13,59.09,40.91,23.08,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,24,16,66.67,33.33,31.25,0,0,0,0,0,--,--,--,--,--
31,66761,6031009,2020-2021,377,362,96.02,3.98,61.60,180,173,96.11,3.89,60.69,197,189,95.94,4.06,62.43,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,64,61,95.31,4.69,50.82,--,--,--,--,--,273,264,96.70,3.30,63.26,32,31,96.88,3.12,74.19,13,12,92.31,7.69,33.33,--,--,--,--,--,--,--,--,--,--,21,20,95.24,4.76,65.00,51,45,88.24,11.76,40.00,0,0,0,0,0,49,45,91.84,8.16,22.22
19,64725,0132381,2020-2021,411,384,93.43,6.57,68.49,195,186,95.38,4.62,62.90,216,198,91.67,8.33,73.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,288,269,93.40,6.60,64.31,15,13,86.67,13.33,38.46,74,70,94.59,5.41,81.43,21,20,95.24,4.76,90.00,24,24,100.00,0.00,8.33,0,0,0,0,0,18,18,100.00,0.00,66.67,0,0,0,0,0,147,135,91.84,8.16,54.81,--,--,--,--,--,16,15,93.75,6.25,26.67
01,61127,0130294,2020-2021,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0
31,66910,6116099,2020-2021,239,NT,NT,NT,NT,113,NT,NT,NT,NT,126,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,44,NT,NT,NT,NT,--,NT,NT,NT,NT,127,NT,NT,NT,NT,25,NT,NT,NT,NT,25,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,87,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT
30,73635,6085351,2020-2021,264,NT,NT,NT,NT,141,NT,NT,NT,NT,123,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,149,NT,NT,NT,NT,--,NT,NT,NT,NT,68,NT,NT,NT,NT,23,NT,NT,NT,NT,98,NT,NT,NT,NT,--,NT,NT,NT,NT,64,NT,NT,NT,NT,--,NT,NT,NT,NT,117,NT,NT,NT,NT,0,0,0,0,0,30,NT,NT,NT,NT
48,70532,6051049,2020-2021,221,NT,NT,NT,NT,112,NT,NT,NT,NT,109,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,NT,NT,NT,NT,--,NT,NT,NT,NT,32,NT,NT,NT,NT,13,NT,NT,NT,NT,72,NT,NT,NT,NT,0,0,0,0,0,52,NT,NT,NT,NT,--,NT,NT,NT,NT,153,NT,NT,NT,NT,24,NT,NT,NT,NT,26,NT,NT,NT,NT
04,61424,0437558,2020-2021,390,363,93.08,6.92,80.17,204,189,92.65,7.35,75.13,186,174,93.55,6.45,85.63,0,0,0,0,0,31,26,83.87,16.13,92.31,--,--,--,--,--,--,--,--,--,--,67,63,94.03,5.97,57.14,--,--,--,--,--,262,245,93.51,6.49,85.31,14,13,92.86,7.14,61.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,11,100.00,0.00,100.00,138,125,90.58,9.42,76.80,0,0,0,0,0,46,35,76.09,23.91,28.57
37,67991,6101794,2020-2021,291,2,0.69,99.31,--,163,1,0.61,99.39,--,128,1,0.78,99.22,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,32,0,0.00,100.00,--,0,0,0,0,0,203,2,0.99,99.01,--,45,0,0.00,100.00,--,50,1,2.00,98.00,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,67,0,0.00,100.00,--,0,0,0,0,0,54,2,3.70,96.30,--
43,69641,6048193,2020-2021,182,174,95.60,4.40,79.77,94,90,95.74,4.26,76.40,88,84,95.45,4.55,83.33,0,0,0,0,0,45,44,97.78,2.22,90.91,--,--,--,--,--,--,--,--,--,--,29,28,96.55,3.45,57.14,--,--,--,--,--,80,75,93.75,6.25,91.89,21,21,100.00,0.00,66.67,18,14,77.78,22.22,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,90.32,9.68,53.57,0,0,0,0,0,19,19,100.00,0.00,47.37
10,62166,0140038,2020-2021,164,NT,NT,NT,NT,92,NT,NT,NT,NT,71,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,61,NT,NT,NT,NT,--,NT,NT,NT,NT,75,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,35,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
19,64485,6013114,2020-2021,281,NT,NT,NT,NT,155,NT,NT,NT,NT,126,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,215,NT,NT,NT,NT,--,NT,NT,NT,NT,44,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,150,NT,NT,NT,NT,0,0,0,0,0,28,NT,NT,NT,NT
15,73742,6009294,2020-2021,168,165,98.21,1.79,23.03,88,86,97.73,2.27,24.42,80,79,98.75,1.25,21.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62,62,100.00,0.00,16.13,14,11,78.57,21.43,9.09,79,79,100.00,0.00,29.11,--,--,--,--,--,17,17,100.00,0.00,11.76,--,--,--,--,--,16,14,87.50,12.50,14.29,--,--,--,--,--,131,128,97.71,2.29,18.75,0,0,0,0,0,40,40,100.00,0.00,17.50
30,66621,6029938,2020-2021,290,NT,NT,NT,NT,158,NT,NT,NT,NT,132,NT,NT,NT,NT,0,0,0,0,0,35,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,118,NT,NT,NT,NT,--,NT,NT,NT,NT,103,NT,NT,NT,NT,28,NT,NT,NT,NT,26,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,82,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT
12,75515,6007777,2020-2021,145,137,94.48,5.52,24.09,68,63,92.65,7.35,28.57,77,74,96.10,3.90,20.27,--,--,--,--,--,17,17,100.00,0.00,11.76,--,--,--,--,--,0,0,0,0,0,40,38,95.00,5.00,21.05,--,--,--,--,--,63,57,90.48,9.52,33.33,15,15,100.00,0.00,20.00,32,32,100.00,0.00,6.25,--,--,--,--,--,20,18,90.00,10.00,33.33,0,0,0,0,0,118,112,94.92,5.08,20.54,0,0,0,0,0,29,27,93.10,6.90,29.63
01,61192,6056972,2020-2021,529,NT,NT,NT,NT,290,NT,NT,NT,NT,239,NT,NT,NT,NT,0,0,0,0,0,24,NT,NT,NT,NT,12,NT,NT,NT,NT,15,NT,NT,NT,NT,427,NT,NT,NT,NT,34,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,149,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,0,0,0,0,0,431,NT,NT,NT,NT,--,NT,NT,NT,NT,79,NT,NT,NT,NT
39,68502,6041792,2020-2021,294,284,96.60,3.40,37.68,165,158,95.76,4.24,37.34,129,126,97.67,2.33,38.10,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,129,127,98.45,1.55,25.20,--,--,--,--,--,151,144,95.36,4.64,48.61,--,--,--,--,--,48,47,97.92,2.08,6.38,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,138,134,97.10,2.90,20.90,0,0,0,0,0,33,30,90.91,9.09,16.67
04,61424,0431502,2020-2021,76,58,76.32,23.68,19.30,47,36,76.60,23.40,14.29,28,21,75.00,25.00,28.57,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,66.67,33.33,22.22,--,--,--,--,--,32,28,87.50,12.50,22.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48,38,79.17,20.83,16.67,--,--,--,--,--,69,51,73.91,26.09,22.00,0,0,0,0,0,--,--,--,--,--
06,61614,6003511,2020-2021,297,NT,NT,NT,NT,150,NT,NT,NT,NT,147,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,229,NT,NT,NT,NT,--,NT,NT,NT,NT,58,NT,NT,NT,NT,--,NT,NT,NT,NT,119,NT,NT,NT,NT,--,NT,NT,NT,NT,42,NT,NT,NT,NT,--,NT,NT,NT,NT,192,NT,NT,NT,NT,--,NT,NT,NT,NT,35,NT,NT,NT,NT
19,64329,6011811,2020-2021,273,NT,NT,NT,NT,138,NT,NT,NT,NT,135,NT,NT,NT,NT,0,0,0,0,0,23,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,151,NT,NT,NT,NT,--,NT,NT,NT,NT,59,NT,NT,NT,NT,32,NT,NT,NT,NT,15,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,102,NT,NT,NT,NT,0,0,0,0,0,47,NT,NT,NT,NT
31,66803,6119887,2020-2021,316,312,98.73,1.27,54.17,175,172,98.29,1.71,51.16,141,140,99.29,0.71,57.86,--,--,--,--,--,33,33,100.00,0.00,30.30,--,--,--,--,--,--,--,--,--,--,62,61,98.39,1.61,50.82,--,--,--,--,--,166,163,98.19,1.81,56.44,37,37,100.00,0.00,64.86,53,51,96.23,3.77,23.53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,109,105,96.33,3.67,37.14,0,0,0,0,0,35,35,100.00,0.00,22.86
19,64725,6015242,2020-2021,260,NT,NT,NT,NT,125,NT,NT,NT,NT,135,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,85,NT,NT,NT,NT,15,NT,NT,NT,NT,103,NT,NT,NT,NT,40,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,34,NT,NT,NT,NT,0,0,0,0,0,66,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT
19,73445,6014278,2020-2021,230,NT,NT,NT,NT,108,NT,NT,NT,NT,122,NT,NT,NT,NT,0,0,0,0,0,37,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,164,NT,NT,NT,NT,--,NT,NT,NT,NT,11,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT,0,0,0,0,0,79,NT,NT,NT,NT,0,0,0,0,0,23,NT,NT,NT,NT
58,72769,0133751,2020-2021,28,NT,NT,NT,NT,20,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
