C,D,S,SARCYear,ETES,ENTS,EPTS,EPNTS,EMES,ETEM,ENTM,EPTM,EPNTEM,EMMEM,ETEF,ENTF,EPTF,EPNTEF,EMMEF,ETEAI,ENTAI,EPTAI,EPNTAI,EMEAI,ETEAS,ENTAS,EPTAS,EPNTAS,EMEAS,ETEPI,ENTPI,EPTPI,EPNTPI,EMEPI,ETEFI,ENTFI,EPTFI,EPNTFI,EMEFI,ETEHI,ENTHI,EPTHI,EPNTHI,EMEHI,ETEAA,ENTAA,EPTAA,EPNTAA,EMEAA,ETEWH,ENTWH,EPTWH,EPNTWH,EMEWH,ETEMR,ENTMR,EPTMR,EPNTMR,EMEMR,ETELEP,ENTLEP,EPTLEP,EPNTLEP,EMELEP,ETEFY,ENTFY,EPTFY,EPNTFY,EMEFY,ETEH,ENTH,EPTH,EPNTH,EMEH,ETEMIL,ENTMIL,EPTMIL,EPNTMIL,EMEMIL,ETESD,ENTSD,EPTSD,EPNTSD,EMESD,ETEMIG,ENTMIG,EPTMIG,EPNTMIG,EMEMIG,ETEDI,ENTDI,EPTDI,EPNTDI,EMEDI
36,67843,0118802,2020-2021,487,NT,NT,NT,NT,244,NT,NT,NT,NT,242,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,277,NT,NT,NT,NT,38,NT,NT,NT,NT,106,NT,NT,NT,NT,20,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,140,NT,NT,NT,NT,69,NT,NT,NT,NT,304,NT,NT,NT,NT,0,0,0,0,0,58,NT,NT,NT,NT
33,66977,6031595,2020-2021,820,NT,NT,NT,NT,413,NT,NT,NT,NT,407,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,765,NT,NT,NT,NT,12,NT,NT,NT,NT,27,NT,NT,NT,NT,--,NT,NT,NT,NT,309,NT,NT,NT,NT,--,NT,NT,NT,NT,100,NT,NT,NT,NT,--,NT,NT,NT,NT,750,NT,NT,NT,NT,0,0,0,0,0,134,NT,NT,NT,NT
30,66423,6027239,2020-2021,375,NT,NT,NT,NT,189,NT,NT,NT,NT,186,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,337,NT,NT,NT,NT,--,NT,NT,NT,NT,17,NT,NT,NT,NT,--,NT,NT,NT,NT,165,NT,NT,NT,NT,--,NT,NT,NT,NT,50,NT,NT,NT,NT,--,NT,NT,NT,NT,304,NT,NT,NT,NT,0,0,0,0,0,45,NT,NT,NT,NT
20,65243,6024012,2020-2021,153,NT,NT,NT,NT,79,NT,NT,NT,NT,74,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,148,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,57,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,144,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
28,66266,0101964,2020-2021,60,NT,NT,NT,NT,26,NT,NT,NT,NT,34,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,21,NT,NT,NT,NT,--,NT,NT,NT,NT,29,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,24,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
30,66464,6120281,2020-2021,205,2,0.98,99.02,--,101,1,0.99,99.01,--,104,1,0.96,99.04,--,0,0,0,0,0,23,1,4.35,95.65,--,--,--,--,--,--,--,--,--,--,--,33,0,0.00,100.00,--,--,--,--,--,--,114,1,0.88,99.12,--,27,0,0.00,100.00,--,21,1,4.76,95.24,--,--,--,--,--,--,--,--,--,--,--,15,0,0.00,100.00,--,44,0,0.00,100.00,--,0,0,0,0,0,31,2,6.45,93.55,--
21,65417,2132264,2020-2021,29,26,89.66,10.34,11.54,24,22,91.67,8.33,13.64,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,20,20,100.00,0.00,15.00,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,90.00,10.00,16.67,0,0,0,0,0,--,--,--,--,--
39,68585,6042139,2020-2021,260,240,92.31,7.69,40.42,138,126,91.30,8.70,35.71,122,114,93.44,6.56,45.61,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,125,111,88.80,11.20,24.32,--,--,--,--,--,109,103,94.50,5.50,58.25,15,15,100.00,0.00,26.67,57,55,96.49,3.51,5.45,--,--,--,--,--,--,--,--,--,--,16,16,100.00,0.00,56.25,182,166,91.21,8.79,33.13,0,0,0,0,0,64,60,93.75,6.25,13.33
38,68478,6040828,2020-2021,280,NT,NT,NT,NT,154,NT,NT,NT,NT,126,NT,NT,NT,NT,--,NT,NT,NT,NT,59,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,41,NT,NT,NT,NT,--,NT,NT,NT,NT,94,NT,NT,NT,NT,73,NT,NT,NT,NT,26,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,18,NT,NT,NT,NT,0,0,0,0,0,50,NT,NT,NT,NT
34,67314,6112106,2020-2021,402,357,88.81,11.19,42.33,198,177,89.39,10.61,34.86,204,180,88.24,11.76,49.72,0,0,0,0,0,91,79,86.81,13.19,45.57,--,--,--,--,--,20,18,90.00,10.00,55.56,101,92,91.09,8.91,35.56,59,48,81.36,18.64,23.91,78,72,92.31,7.69,43.06,51,47,92.16,7.84,63.04,78,69,88.46,11.54,27.94,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,187,166,88.77,11.23,40.49,0,0,0,0,0,66,49,74.24,25.76,14.89
37,68114,6038269,2020-2021,251,NT,NT,NT,NT,135,NT,NT,NT,NT,116,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,181,NT,NT,NT,NT,--,NT,NT,NT,NT,56,NT,NT,NT,NT,--,NT,NT,NT,NT,101,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,13,NT,NT,NT,NT,181,NT,NT,NT,NT,34,NT,NT,NT,NT,48,NT,NT,NT,NT
56,73759,6055917,2020-2021,130,NT,NT,NT,NT,66,NT,NT,NT,NT,64,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,81,NT,NT,NT,NT,--,NT,NT,NT,NT,38,NT,NT,NT,NT,--,NT,NT,NT,NT,49,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,63,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT
37,68338,6039887,2020-2021,138,15,10.87,89.13,6.67,70,6,8.57,91.43,--,68,9,13.24,86.76,--,0,0,0,0,0,14,0,0.00,100.00,--,0,0,0,0,0,--,--,--,--,--,46,10,21.74,78.26,--,20,1,5.00,95.00,--,37,3,8.11,91.89,--,18,1,5.56,94.44,--,33,3,9.09,90.91,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,97,8,8.25,91.75,--,0,0,0,0,0,44,15,34.09,65.91,6.67
31,66829,6031108,2020-2021,92,90,97.83,2.17,66.67,41,41,100.00,0.00,65.85,51,49,96.08,3.92,67.35,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,12,12,100.00,0.00,75.00,--,--,--,--,--,61,59,96.72,3.28,66.10,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,100.00,0.00,50.00,0,0,0,0,0,11,10,90.91,9.09,--
19,64733,6060511,2020-2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
34,67439,3435419,2020-2021,522,NT,NT,NT,NT,248,NT,NT,NT,NT,274,NT,NT,NT,NT,--,NT,NT,NT,NT,101,NT,NT,NT,NT,--,NT,NT,NT,NT,11,NT,NT,NT,NT,216,NT,NT,NT,NT,46,NT,NT,NT,NT,109,NT,NT,NT,NT,27,NT,NT,NT,NT,73,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,282,NT,NT,NT,NT,0,0,0,0,0,40,NT,NT,NT,NT
38,68478,6041115,2020-2021,182,3,1.65,98.35,--,92,2,2.17,97.83,--,90,1,1.11,98.89,--,0,0,0,0,0,11,0,0.00,100.00,--,0,0,0,0,0,0,0,0,0,0,19,0,0.00,100.00,--,--,--,--,--,--,96,2,2.08,97.92,--,48,1,2.08,97.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,27,0,0.00,100.00,--
33,67124,3333762,2020-2021,95,NT,NT,NT,NT,56,NT,NT,NT,NT,39,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,0,0,0,0,0,66,NT,NT,NT,NT,--,NT,NT,NT,NT,87,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,73452,6022289,2020-2021,278,NT,NT,NT,NT,136,NT,NT,NT,NT,142,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,262,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,163,NT,NT,NT,NT,0,0,0,0,0,186,NT,NT,NT,NT,0,0,0,0,0,197,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT
49,70995,6110324,2020-2021,220,189,85.91,14.09,66.14,118,99,83.90,16.10,68.69,102,90,88.24,11.76,63.33,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51,45,88.24,11.76,55.56,--,--,--,--,--,129,110,85.27,14.73,67.27,25,21,84.00,16.00,76.19,13,11,84.62,15.38,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,90.48,9.52,57.89,0,0,0,0,0,15,12,80.00,20.00,25.00
37,68155,6038319,2020-2021,177,NT,NT,NT,NT,96,NT,NT,NT,NT,81,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,119,NT,NT,NT,NT,--,NT,NT,NT,NT,45,NT,NT,NT,NT,--,NT,NT,NT,NT,47,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,0,0,0,0,0,107,NT,NT,NT,NT,0,0,0,0,0,24,NT,NT,NT,NT
30,66597,6029482,2020-2021,217,1,0.46,99.54,--,109,0,0.00,100.00,--,108,1,0.93,99.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,173,0,0.00,100.00,--,0,0,0,0,0,23,1,4.35,95.65,--,--,--,--,--,--,69,0,0.00,100.00,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,172,0,0.00,100.00,--,0,0,0,0,0,26,1,3.85,96.15,--
36,67876,6068191,2020-2021,195,NT,NT,NT,NT,105,NT,NT,NT,NT,90,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,132,NT,NT,NT,NT,49,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,46,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,0,0,0,0,0,184,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
30,66613,6068613,2020-2021,534,9,1.69,98.31,--,288,8,2.78,97.22,--,245,1,0.41,99.59,--,--,--,--,--,--,162,3,1.85,98.15,--,--,--,--,--,--,--,--,--,--,--,270,3,1.11,98.89,--,--,--,--,--,--,75,3,4.00,96.00,--,15,0,0.00,100.00,--,131,4,3.05,96.95,--,0,0,0,0,0,66,2,3.03,96.97,--,23,0,0.00,100.00,--,423,7,1.65,98.35,--,0,0,0,0,0,86,9,10.47,89.53,--
06,10066,0136580,2020-2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
19,73437,6012298,2020-2021,484,NT,NT,NT,NT,257,NT,NT,NT,NT,227,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,457,NT,NT,NT,NT,19,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,107,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,454,NT,NT,NT,NT,0,0,0,0,0,59,NT,NT,NT,NT
17,64048,6010656,2020-2021,173,162,93.64,6.36,27.16,85,81,95.29,4.71,20.99,88,81,92.05,7.95,33.33,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,95.65,4.35,15.91,--,--,--,--,--,101,96,95.05,4.95,35.42,14,11,78.57,21.43,9.09,--,--,--,--,--,--,--,--,--,--,18,14,77.78,22.22,14.29,0,0,0,0,0,144,136,94.44,5.56,22.79,--,--,--,--,--,18,17,94.44,5.56,5.88
06,61614,6103576,2020-2021,354,NT,NT,NT,NT,175,NT,NT,NT,NT,179,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,279,NT,NT,NT,NT,--,NT,NT,NT,NT,58,NT,NT,NT,NT,--,NT,NT,NT,NT,115,NT,NT,NT,NT,--,NT,NT,NT,NT,58,NT,NT,NT,NT,15,NT,NT,NT,NT,251,NT,NT,NT,NT,--,NT,NT,NT,NT,51,NT,NT,NT,NT
30,10306,0139469,2020-2021,60,NT,NT,NT,NT,34,NT,NT,NT,NT,26,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,36,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64303,1935618,2020-2021,1359,52,3.83,96.17,94.23,719,18,2.50,97.50,94.44,640,34,5.31,94.69,94.12,--,--,--,--,--,84,7,8.33,91.67,--,13,1,7.69,92.31,--,74,6,8.11,91.89,--,752,25,3.32,96.68,92.00,208,5,2.40,97.60,--,160,4,2.50,97.50,--,64,4,6.25,93.75,--,113,0,0.00,100.00,--,--,--,--,--,--,30,0,0.00,100.00,--,72,2,2.78,97.22,--,914,30,3.28,96.72,90.00,0,0,0,0,0,225,1,0.44,99.56,--
27,65961,6109466,2020-2021,348,NT,NT,NT,NT,186,NT,NT,NT,NT,162,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,275,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,46,NT,NT,NT,NT,91,NT,NT,NT,NT,--,NT,NT,NT,NT,50,NT,NT,NT,NT,0,0,0,0,0,265,NT,NT,NT,NT,--,NT,NT,NT,NT,80,NT,NT,NT,NT
10,62117,6108088,2020-2021,444,NT,NT,NT,NT,235,NT,NT,NT,NT,209,NT,NT,NT,NT,--,NT,NT,NT,NT,136,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,226,NT,NT,NT,NT,34,NT,NT,NT,NT,37,NT,NT,NT,NT,--,NT,NT,NT,NT,47,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,359,NT,NT,NT,NT,0,0,0,0,0,47,NT,NT,NT,NT
19,64477,6012967,2020-2021,305,NT,NT,NT,NT,149,NT,NT,NT,NT,156,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,245,NT,NT,NT,NT,28,NT,NT,NT,NT,23,NT,NT,NT,NT,--,NT,NT,NT,NT,111,NT,NT,NT,NT,17,NT,NT,NT,NT,92,NT,NT,NT,NT,0,0,0,0,0,298,NT,NT,NT,NT,11,NT,NT,NT,NT,42,NT,NT,NT,NT
27,10272,2730265,2020-2021,43,NT,NT,NT,NT,25,NT,NT,NT,NT,18,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,27,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
36,67694,6035760,2020-2021,296,NT,NT,NT,NT,141,NT,NT,NT,NT,155,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,239,NT,NT,NT,NT,31,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,46,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT,--,NT,NT,NT,NT,223,NT,NT,NT,NT,0,0,0,0,0,29,NT,NT,NT,NT
19,65060,1938752,2020-2021,472,NT,NT,NT,NT,211,NT,NT,NT,NT,261,NT,NT,NT,NT,0,0,0,0,0,103,NT,NT,NT,NT,--,NT,NT,NT,NT,52,NT,NT,NT,NT,187,NT,NT,NT,NT,17,NT,NT,NT,NT,67,NT,NT,NT,NT,42,NT,NT,NT,NT,35,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,164,NT,NT,NT,NT,0,0,0,0,0,40,NT,NT,NT,NT
33,67173,3335130,2020-2021,342,328,95.91,4.09,51.22,155,147,94.84,5.16,44.90,187,181,96.79,3.21,56.35,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,25,25,100.00,0.00,52.00,234,227,97.01,2.99,46.70,21,19,90.48,9.52,42.11,50,45,90.00,10.00,73.33,--,--,--,--,--,33,33,100.00,0.00,3.03,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,338,324,95.86,4.14,51.54,--,--,--,--,--,23,21,91.30,8.70,4.76
43,69419,6046718,2020-2021,237,222,93.67,6.33,77.03,114,104,91.23,8.77,72.12,123,118,95.93,4.07,81.36,0,0,0,0,0,190,179,94.21,5.79,77.65,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,18,85.71,14.29,83.33,17,16,94.12,5.88,81.25,44,40,90.91,9.09,55.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,24,19,79.17,20.83,42.11
19,64881,1931062,2020-2021,655,109,16.64,83.36,55.66,352,56,15.91,84.09,44.44,301,52,17.28,82.72,66.67,0,0,0,0,0,23,2,8.70,91.30,--,--,--,--,--,--,18,4,22.22,77.78,--,432,75,17.36,82.64,43.06,49,7,14.29,85.71,--,111,19,17.12,82.88,89.47,20,1,5.00,95.00,--,127,23,18.11,81.89,9.52,--,--,--,--,--,38,6,15.79,84.21,--,18,4,22.22,77.78,--,398,65,16.33,83.67,42.86,0,0,0,0,0,86,21,24.42,75.58,25.00
07,61796,6097141,2020-2021,187,NT,NT,NT,NT,105,NT,NT,NT,NT,81,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,--,NT,NT,NT,NT,37,NT,NT,NT,NT,43,NT,NT,NT,NT,32,NT,NT,NT,NT,18,NT,NT,NT,NT,21,NT,NT,NT,NT,23,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,42,NT,NT,NT,NT,0,0,0,0,0,39,NT,NT,NT,NT
30,66613,6029730,2020-2021,199,NT,NT,NT,NT,101,NT,NT,NT,NT,98,NT,NT,NT,NT,--,NT,NT,NT,NT,19,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,127,NT,NT,NT,NT,--,NT,NT,NT,NT,33,NT,NT,NT,NT,14,NT,NT,NT,NT,79,NT,NT,NT,NT,--,NT,NT,NT,NT,36,NT,NT,NT,NT,14,NT,NT,NT,NT,167,NT,NT,NT,NT,0,0,0,0,0,37,NT,NT,NT,NT
19,64733,1931377,2020-2021,33,13,39.39,60.61,0.00,21,6,28.57,71.43,--,12,7,58.33,41.67,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,40.00,60.00,0.00,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,31,13,41.94,58.06,0.00,0,0,0,0,0,--,--,--,--,--
10,75275,0124123,2020-2021,158,149,94.30,5.70,56.38,82,77,93.90,6.10,44.16,76,72,94.74,5.26,69.44,23,21,91.30,8.70,42.86,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,24,22,91.67,8.33,50.00,--,--,--,--,--,99,97,97.98,2.02,60.82,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,134,125,93.28,6.72,55.20,0,0,0,0,0,27,23,85.19,14.81,13.04
36,10363,0139147,2020-2021,118,103,87.29,12.71,48.04,66,58,87.88,12.12,42.11,52,45,86.54,13.46,55.56,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,25,20,80.00,20.00,35.00,0,0,0,0,0,32,27,84.38,15.62,50.00,56,53,94.64,5.36,50.94,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,90.91,9.09,52.63,0,0,0,0,0,29,26,89.66,10.34,8.00
12,62679,6007678,2020-2021,148,131,88.51,11.49,35.88,83,72,86.75,13.25,34.72,65,59,90.77,9.23,37.29,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,27,23,85.19,14.81,34.78,--,--,--,--,--,87,78,89.66,10.34,37.18,19,16,84.21,15.79,31.25,--,--,--,--,--,0,0,0,0,0,20,18,90.00,10.00,33.33,0,0,0,0,0,105,90,85.71,14.29,28.89,0,0,0,0,0,32,28,87.50,12.50,28.57
38,68478,0120386,2020-2021,182,NT,NT,NT,NT,79,NT,NT,NT,NT,103,NT,NT,NT,NT,0,0,0,0,0,125,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,11,NT,NT,NT,NT,39,NT,NT,NT,NT,30,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,26,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64998,6022685,2020-2021,161,NT,NT,NT,NT,71,NT,NT,NT,NT,90,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,114,NT,NT,NT,NT,--,NT,NT,NT,NT,28,NT,NT,NT,NT,--,NT,NT,NT,NT,44,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,94,NT,NT,NT,NT,0,0,0,0,0,20,NT,NT,NT,NT
35,67470,0121400,2020-2021,210,NT,NT,NT,NT,98,NT,NT,NT,NT,112,NT,NT,NT,NT,0,0,0,0,0,17,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,138,NT,NT,NT,NT,0,0,0,0,0,41,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,NT,NT,NT,NT,11,NT,NT,NT,NT,--,NT,NT,NT,NT
42,69146,6045298,2020-2021,166,141,84.94,15.06,37.86,86,70,81.40,18.60,34.78,80,71,88.75,11.25,40.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,121,84.62,15.38,34.17,0,0,0,0,0,19,17,89.47,10.53,58.82,--,--,--,--,--,85,76,89.41,10.59,18.67,0,0,0,0,0,--,--,--,--,--,23,20,86.96,13.04,30.00,139,119,85.61,14.39,35.59,0,0,0,0,0,35,25,71.43,28.57,8.33
41,68932,6044051,2020-2021,304,252,82.89,17.11,62.15,161,131,81.37,18.63,59.54,143,121,84.62,15.38,65.00,0,0,0,0,0,29,26,89.66,10.34,68.00,0,0,0,0,0,20,18,90.00,10.00,88.89,75,57,76.00,24.00,54.39,--,--,--,--,--,120,99,82.50,17.50,57.58,57,49,85.96,14.04,67.35,30,22,73.33,26.67,19.05,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,51,33,64.71,35.29,40.63,0,0,0,0,0,41,30,73.17,26.83,10.00
37,68338,6039424,2020-2021,115,NT,NT,NT,NT,55,NT,NT,NT,NT,60,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,48,NT,NT,NT,NT,0,0,0,0,0,48,NT,NT,NT,NT,14,NT,NT,NT,NT,15,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,19,NT,NT,NT,NT,64,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
37,68023,0119594,2020-2021,170,156,91.76,8.24,35.48,103,93,90.29,9.71,34.78,67,63,94.03,5.97,36.51,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,141,130,92.20,7.80,34.62,--,--,--,--,--,--,--,--,--,--,12,11,91.67,8.33,36.36,61,57,93.44,6.56,14.04,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,11,9,81.82,18.18,--,0,0,0,0,0,28,23,82.14,17.86,17.39
19,73445,6014294,2020-2021,871,NT,NT,NT,NT,427,NT,NT,NT,NT,444,NT,NT,NT,NT,--,NT,NT,NT,NT,454,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT,334,NT,NT,NT,NT,--,NT,NT,NT,NT,43,NT,NT,NT,NT,--,NT,NT,NT,NT,102,NT,NT,NT,NT,0,0,0,0,0,40,NT,NT,NT,NT,--,NT,NT,NT,NT,423,NT,NT,NT,NT,--,NT,NT,NT,NT,40,NT,NT,NT,NT
36,67686,6035620,2020-2021,373,NT,NT,NT,NT,181,NT,NT,NT,NT,192,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,296,NT,NT,NT,NT,40,NT,NT,NT,NT,27,NT,NT,NT,NT,--,NT,NT,NT,NT,58,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,304,NT,NT,NT,NT,0,0,0,0,0,66,NT,NT,NT,NT
