CDSCODE,C,D,S,SARCYear,AVGEN_Y1,NCSEN_Y1,NCMEN_Y1,NCLEN_Y1,AVGMA_Y1,NCSMA_Y1,NCMMA_Y1,NCLMA_Y1,AVGSC_Y1,NCSSC_Y1,NCMSC_Y1,NCLSC_Y1,AVGSS_Y1,NCSSS_Y1,NCMSS_Y1,NCLSS_Y1,AVGEN_Y2,NCSEN_Y2,NCMEN_Y2,NCLEN_Y2,AVGMA_Y2,NCSMA_Y2,NCMMA_Y2,NCLMA_Y2,AVGSC_Y2,NCSSC_Y2,NCMSC_Y2,NCLSC_Y2,AVGSS_Y2,NCSSS_Y2,NCMSS_Y2,NCLSS_Y2,AVGEN_Y3,NCSEN_Y3,NCMEN_Y3,NCLEN_Y3,AVGMA_Y3,NCSMA_Y3,NCMMA_Y3,NCLMA_Y3,AVGSC_Y3,NCSSC_Y3,NCMSC_Y3,NCLSC_Y3,AVGSS_Y3,NCSSS_Y3,NCMSS_Y3,NCLSS_Y3
01611196110779,01,61119,6110779,2020-21,23,1,3,,18,3,2,,23,2,2,,23,1,3,,20,3,2,,20,3,2,,24,2,2,,25,2,2,,23,2,2,,27,,2,,20,2,,,,,,
30664646058929,30,66464,6058929,2020-21,24,11,28,3,27,5,29,1,27,4,31,,25,8,27,2,27,14,19,11,30,9,16,13,27,5,24,8,25,7,23,7,8,131,4,,13,66,,,13,71,,,8,105,,
55724135530175,55,72413,5530175,2020-21,1,2,,,1,2,,,1,3,,,1,3,,,1,3,,,2,2,,,3,2,,,2,1,,,2,5,,,1,4,,,1,2,,,1,3,,
30736356071161,30,73635,6071161,2020-21,25,12,21,3,26,9,17,6,26,6,18,7,27,6,18,6,27,8,18,7,28,6,16,8,27,5,18,6,36,5,7,15,24,15,16,3,23,14,13,7,27,7,10,11,23,12,15,5
19646836014781,19,64683,6014781,2020-21,22,10,11,5,26,7,5,9,31,2,6,9,24,5,13,4,26,7,5,9,33,4,3,11,25,6,9,6,29,5,2,11,15,22,7,4,18,17,3,7,17,18,6,4,17,16,10,1
43695830102368,43,69583,0102368,2020-21,29,9,16,25,31,7,14,27,30,6,10,22,32,4,10,28,33,8,10,32,35,5,14,30,32,3,12,22,32,6,7,27,30,7,16,27,31,5,14,29,31,6,10,23,33,4,7,32
37683386039630,37,68338,6039630,2020-21,21,3,1,,21,4,,,21,3,1,,21,3,1,,20,3,1,,20,3,1,,20,3,1,,20,3,1,,17,4,,,17,4,,,17,4,,,17,4,,
01612590118653,01,61259,0118653,2020-21,16,8,3,,17,4,,,21,2,2,,16,7,1,,12,12,1,,16,5,,,15,3,,,11,9,,,4,26,,,9,4,,,11,4,,,3,23,,
34673143430592,34,67314,3430592,2020-21,25,33,23,31,27,16,32,25,31,9,18,37,30,17,17,39,23,36,27,31,28,16,31,23,29,16,23,35,30,15,18,43,25,14,16,15,27,11,11,15,29,8,8,23,27,11,13,20
34765050113878,34,76505,0113878,2020-21,20,1,2,,30,,2,,30,,2,,20,1,2,,30,,4,2,30,,4,2,30,,4,2,30,,4,2,28,,8,,28,,4,,28,,4,,28,,4,
19647740109538,19,64774,0109538,2020-21,25,26,22,29,23,30,32,17,25,20,26,21,28,13,13,27,27,18,19,29,24,26,27,20,26,13,30,16,29,8,15,23,32,12,2,43,31,13,7,36,29,13,11,33,31,8,9,25
31668456031173,31,66845,6031173,2020-21,30,,1,1,30,,1,1,30,,1,1,30,,1,1,30,,1,1,30,,1,1,30,,1,1,30,,1,1,27,,2,,27,,2,,27,,2,,27,,2,
16638836010300,16,63883,6010300,2020-21,19,2,1,,19,2,1,,19,2,1,,19,2,1,,,,,,19,2,1,,19,2,1,,,,,,,,,,20,2,1,,,,,,,,,
07617546105357,07,61754,6105357,2020-21,26,6,16,3,30,2,10,12,31,2,5,15,30,2,12,8,27,5,13,7,30,3,11,10,31,1,8,12,29,2,10,9,29,1,18,3,33,,9,11,44,,7,13,31,,14,5
19647330112508,19,64733,0112508,2020-21,27,4,19,3,27,3,12,4,25,5,9,5,26,6,8,5,27,7,17,5,25,6,10,2,24,6,11,3,29,4,11,7,28,5,14,8,27,5,9,5,27,3,10,4,26,7,6,5
50711676052765,50,71167,6052765,2020-21,26,13,16,10,28,7,7,16,33,2,4,18,29,4,10,14,25,15,11,13,28,3,17,8,28,3,13,12,28,4,12,12,25,16,13,15,21,20,15,6,23,16,9,13,22,12,15,9
17640306010649,17,64030,6010649,2020-21,20,5,7,,19,7,3,,27,1,8,,27,1,8,,15,13,5,,17,8,4,,25,2,7,,21,5,6,,19,6,4,,14,11,3,,22,3,6,,22,5,4,
34674473432051,34,67447,3432051,2020-21,27,16,15,15,31,3,14,16,31,5,4,21,29,6,9,16,29,10,9,20,27,5,20,5,29,3,15,8,30,6,13,14,29,7,14,18,36,3,10,16,30,2,10,9,30,5,8,15
30666706119127,30,66670,6119127,2020-21,28,1,4,2,27,1,5,1,31,,4,2,30,1,4,2,24,2,6,,24,3,4,1,24,3,5,,24,2,6,,23,3,5,,23,3,5,,23,4,4,,21,5,4,
20651856101521,20,65185,6101521,2020-21,21,2,3,1,25,1,3,1,32,,2,2,32,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38684780123265,38,68478,0123265,2020-21,21,3,8,,26,,8,,26,,8,,,,,,25,,8,,25,,8,,25,,8,,,,,,26,,8,,26,,8,,26,,8,,,,,
30666706102826,30,66670,6102826,2020-21,31,2,11,14,30,1,20,5,31,,16,9,36,,3,19,33,2,7,18,30,3,13,10,31,,16,9,36,,4,18,31,5,3,19,33,3,6,17,34,,5,18,36,,1,21
19101990115030,19,10199,0115030,2020-21,25,5,12,3,24,7,10,3,27,3,10,4,27,3,10,2,26,4,11,3,27,2,12,2,27,3,11,2,29,,10,3,24,5,10,2,22,8,9,1,29,1,8,1,26,4,10,2
27661592734556,27,66159,2734556,2020-21,18,73,83,4,16,89,70,2,15,66,43,,16,80,52,5,19,68,84,3,17,75,71,6,14,67,56,,16,67,61,5,19,35,37,5,16,47,33,2,16,24,27,1,17,34,37,3
33103303331055,33,10330,3331055,2020-21,4,51,,,5,43,1,,4,37,,,4,59,,,4,47,,,5,40,,,5,29,,,4,52,,,4,49,1,,7,32,,,5,34,,,4,57,1,
19647330124891,19,64733,0124891,2020-21,27,5,20,1,26,8,13,4,28,5,11,3,26,7,12,,26,9,10,6,28,5,12,5,25,5,11,3,24,9,8,2,15,36,4,,16,30,10,,16,20,4,,16,26,2,1
27660920112896,27,66092,0112896,2020-21,2,4,,,2,3,,,4,1,,,2,4,,,3,9,,,4,3,,,7,6,,,2,5,,,2,5,,,2,3,,,2,1,,,2,3,,
19647330119727,19,64733,0119727,2020-21,21,36,14,23,21,25,16,15,27,12,9,22,28,10,7,19,21,36,16,21,21,30,12,17,29,8,9,22,26,14,8,23,20,37,15,20,23,21,10,21,29,8,10,19,28,9,7,17
37684520124917,37,68452,0124917,2020-21,4,14,,,2,17,,,3,11,,,4,13,,,3,15,,,2,20,,,2,13,,,4,13,,,4,13,,,2,13,,,3,8,,,4,11,,
41689324130126,41,68932,4130126,2020-21,24,3,12,,22,5,12,,23,4,12,,26,2,12,,21,4,12,,20,6,11,,29,,12,,24,3,13,,22,4,12,,22,4,12,,25,3,11,,24,3,13,1
33670903337136,33,67090,3337136,2020-21,26,18,16,27,27,15,16,26,29,7,10,20,30,7,13,19,22,37,13,30,23,27,10,32,26,14,9,20,24,25,10,24,21,42,10,29,23,25,19,27,25,12,11,20,20,31,18,16
37681303737905,37,68130,3737905,2020-21,25,23,14,29,21,30,18,23,21,20,5,19,19,42,11,33,19,44,12,33,20,36,23,20,22,20,6,18,20,40,12,35,26,30,11,38,26,24,16,30,37,7,6,25,25,33,17,34
51713656053243,51,71365,6053243,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07618046005110,07,61804,6005110,2020-21,27,1,16,1,26,7,9,2,29,1,13,2,26,2,15,1,27,3,12,,24,3,13,1,29,1,8,5,27,3,12,,25,3,11,1,22,7,8,1,28,1,12,2,26,2,11,1
15635526009666,15,63552,6009666,2020-21,26,8,9,9,29,1,6,4,32,,5,5,32,,5,5,24,5,6,4,27,4,5,4,31,,5,5,31,,5,5,24,7,17,1,28,1,9,1,30,,7,3,30,,8,2
37683383731551,37,68338,3731551,2020-21,23,8,15,4,23,10,13,3,24,8,12,6,24,8,10,8,26,11,6,6,28,5,12,3,30,1,11,7,28,4,9,7,24,6,6,,23,7,8,,23,4,8,,25,2,8,
19734456014310,19,73445,6014310,2020-21,27,3,7,5,31,1,7,5,33,,4,8,33,,3,9,25,4,6,5,28,1,11,1,31,1,4,8,32,1,6,5,27,2,8,4,31,1,6,5,19,14,4,2,17,18,4,1
19648081938927,19,64808,1938927,2020-21,29,2,6,3,21,5,3,,28,,6,1,35,,2,8,22,10,3,5,26,1,3,1,23,4,2,,30,1,6,2,27,2,6,3,11,13,,1,12,10,,,32,,4,5
56738745630199,56,73874,5630199,2020-21,10,1,,,5,3,,,6,3,,,11,3,,,13,2,,,7,3,,,9,2,,,13,3,,,11,2,,,7,2,,,6,2,,,14,2,,
19647330117762,19,64733,0117762,2020-21,19,16,15,,25,3,13,1,28,3,6,2,22,8,4,3,17,23,9,1,20,11,9,,26,3,8,1,21,10,5,1,18,19,10,1,22,9,10,1,25,4,8,1,20,10,6,
34752836104731,34,75283,6104731,2020-21,18,4,1,,21,3,1,,21,3,1,,21,3,1,,29,,4,2,25,3,2,1,30,,4,1,30,1,1,3,22,3,3,1,23,2,4,,27,1,4,,27,1,3,1
45104544530150,45,10454,4530150,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34674473430493,34,67447,3430493,2020-21,30,12,17,42,28,13,35,18,31,4,23,21,31,4,23,32,28,16,32,31,28,11,33,23,31,3,26,27,31,5,22,34,27,16,38,23,28,14,34,17,30,5,29,18,29,7,33,22
19647330119966,19,64733,0119966,2020-21,18,45,22,2,18,34,14,2,22,20,16,4,21,21,20,3,18,39,19,7,18,30,16,3,21,20,12,7,22,20,17,6,17,38,26,4,16,32,20,1,18,23,18,3,20,26,12,7
26736922630010,26,73692,2630010,2020-21,14,16,10,,12,23,5,,12,19,8,,11,20,2,1,15,18,8,,9,30,6,,13,19,5,,7,29,6,,10,34,5,,8,39,4,,15,13,8,,5,50,2,
33669776031595,33,66977,6031595,2020-21,25,7,14,7,25,7,10,9,27,5,9,10,26,5,12,8,25,8,9,8,27,6,5,11,27,5,6,11,27,5,5,12,9,50,9,,10,45,9,1,11,43,6,3,10,42,10,1
54722566112049,54,72256,6112049,2020-21,26,9,26,5,26,7,26,5,30,1,17,11,30,1,12,13,25,17,20,4,26,12,14,12,30,1,21,7,27,7,16,6,26,7,20,6,26,12,13,8,28,8,11,11,27,8,11,11
10751276006977,10,75127,6006977,2020-21,21,18,19,,23,13,18,,29,,20,,29,1,17,,23,16,17,4,24,11,23,,32,,13,5,32,,15,3,22,17,23,,21,14,22,,25,6,16,,28,2,16,2
10621666112882,10,62166,6112882,2020-21,26,3,22,1,20,18,14,,33,2,,18,30,3,10,9,25,4,21,1,22,13,16,1,32,2,4,14,29,2,12,8,25,6,15,4,26,6,12,7,29,3,10,9,28,4,12,7
37683380106732,37,68338,0106732,2020-21,24,1,12,,20,8,13,,25,,4,,16,1,2,,24,3,9,,19,10,10,,24,1,5,,24,2,8,,25,1,13,,20,10,10,,25,1,11,,26,1,9,
35674886035059,35,67488,6035059,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43694274330031,43,69427,4330031,2020-21,26,34,80,8,29,12,59,23,29,11,56,22,28,12,56,20,27,24,75,19,30,12,43,37,31,11,39,37,29,13,44,30,26,29,81,7,29,12,47,32,29,12,39,34,28,15,46,28
44698234432340,44,69823,4432340,2020-21,22,18,21,3,25,7,21,3,25,6,16,3,26,6,16,6,24,12,26,4,27,5,23,4,26,3,20,1,25,7,18,6,25,11,19,11,27,5,24,5,29,4,13,9,29,3,16,13
33670900136721,33,67090,0136721,2020-21,29,,7,,25,1,6,1,29,,7,,29,,6,1,30,1,6,1,29,,6,2,29,,8,,29,,6,2,27,1,6,2,24,3,5,2,27,1,6,2,27,1,6,2
56725465630066,56,72546,5630066,2020-21,17,14,3,,14,18,2,,11,10,,,13,20,2,,10,26,,,9,24,,,8,14,,,7,30,,,7,33,,,10,18,1,,6,14,,,6,37,,
44698074436754,44,69807,4436754,2020-21,26,6,22,3,25,8,19,1,29,3,8,6,28,,16,2,27,3,21,4,23,9,18,3,28,2,14,2,26,4,15,2,28,1,24,1,26,1,23,1,29,1,16,2,27,1,17,
20652012032357,20,65201,2032357,2020-21,22,29,17,14,21,28,21,3,26,9,13,7,5,205,20,8,21,26,22,12,19,35,22,2,22,13,14,6,19,27,12,12,19,31,21,16,17,34,22,8,22,14,9,12,17,37,16,9
41689406044085,41,68940,6044085,2020-21,13,4,,,9,5,,,13,3,,,22,1,1,,20,1,1,,8,5,,,20,2,,,23,1,1,,13,4,,,7,7,1,,13,2,,,14,2,,
49707306110639,49,70730,6110639,2020-21,26,1,1,,26,1,1,,26,1,1,,26,1,1,,22,1,1,,22,1,1,,22,1,1,,22,1,1,,17,2,,,17,2,,,17,2,,,17,2,,
31750850108084,31,75085,0108084,2020-21,29,8,32,32,28,12,35,26,29,12,24,27,32,2,23,41,32,7,34,29,29,13,37,27,32,6,21,36,33,4,18,46,10,117,,,9,121,,,8,124,,,10,102,,1
19642461995968,19,64246,1995968,2020-21,2,23,,,2,20,,,3,14,,,2,14,,,3,18,,,3,16,,,3,13,,,2,11,,,2,23,,,4,12,,,4,10,,,2,13,,
14632711438308,14,63271,1438308,2020-21,4,4,,,3,4,,,4,2,,,3,3,,,2,6,,,2,3,,,2,3,,,2,4,,,3,3,,,2,3,,,4,2,,,2,6,,
27102720112177,27,10272,0112177,2020-21,26,,3,,20,2,2,,26,,3,,26,,3,,23,,2,,13,4,,,23,,2,,23,,2,,,,,,,,,,,,,,,,,
01611190119222,01,61119,0119222,2020-21,21,4,6,,21,4,6,,21,5,4,,20,8,4,,21,5,7,,20,8,5,,23,4,6,,22,6,3,,21,8,4,,20,7,6,,21,6,4,,22,7,4,
19648570116558,19,64857,0116558,2020-21,6,10,,,4,7,,,4,7,,,8,4,,,7,5,,,7,5,,,7,5,,,4,9,,,8,4,,,8,4,,,8,4,,,4,8,,
43771490137315,43,77149,0137315,2020-21,18,5,,,15,6,,,13,5,,,18,5,,,20,7,3,,18,9,3,,21,5,3,,21,5,3,,22,9,5,,20,7,8,,24,5,7,,21,6,7,
36677360136069,36,67736,0136069,2020-21,2,149,2,,3,137,2,1,3,73,1,1,2,107,3,,4,112,1,3,6,76,,6,4,76,,3,6,65,,6,3,185,,,2,220,,,2,146,,,2,176,,
27659872730414,27,65987,2730414,2020-21,23,14,23,,24,12,23,,25,10,23,,26,8,27,,23,15,25,,24,12,23,,26,5,27,,25,11,25,,14,67,9,1,14,62,5,1,13,61,2,,13,69,,
07617210733980,07,61721,0733980,2020-21,28,21,31,56,27,34,40,37,29,5,69,,30,11,35,41,26,34,31,50,27,32,37,38,29,8,64,5,29,14,27,44,25,35,47,37,27,27,44,34,28,9,64,4,31,8,30,46
27660926118962,27,66092,6118962,2020-21,25,,4,,17,5,1,,25,,4,,25,,4,,25,,4,,16,5,1,,25,,4,,25,,4,,31,,3,1,17,4,2,,25,,4,,25,,4,
23655992330108,23,65599,2330108,2020-21,2,4,,,2,6,,,2,4,,,2,11,,,3,4,,,4,3,,,2,3,,,3,7,,,10,1,,,10,1,,,,,,,,,,
56726036084925,56,72603,6084925,2020-21,24,17,9,13,22,19,7,13,29,4,7,15,29,4,14,9,23,19,13,11,25,15,8,12,28,5,11,13,29,6,7,16,13,73,2,,12,75,,,13,59,1,,14,58,1,
56725386055313,56,72538,6055313,2020-21,25,11,20,6,27,8,15,5,31,,19,11,30,2,13,10,21,22,12,2,21,15,14,3,29,4,12,10,27,5,16,5,20,21,10,1,18,22,8,,22,12,16,,22,12,14,
01612590121376,01,61259,0121376,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48705816051502,48,70581,6051502,2020-21,24,2,2,,24,2,2,,24,2,2,,24,2,2,,25,1,3,,25,,4,,25,,4,,25,,4,,26,,3,,26,,3,,26,,3,,26,,3,
55724130112276,55,72413,0112276,2020-21,6,57,2,,4,50,2,,6,32,3,,5,51,2,,5,54,2,,4,55,2,,5,33,2,,5,45,2,,6,48,,,4,55,,,5,37,,,5,47,,
16739321630078,16,73932,1630078,2020-21,7,4,,,8,3,,,,,,,8,3,,,9,3,,,13,2,,,4,4,,,5,6,,,7,5,,,7,2,,,,,,,6,5,,
56725380119412,56,72538,0119412,2020-21,29,1,7,5,29,2,8,2,29,2,5,4,27,4,3,4,26,4,10,3,33,,3,5,29,2,2,5,25,4,3,4,25,2,5,3,30,,5,3,30,,5,3,30,,5,3
19647330111492,19,64733,0111492,2020-21,25,10,15,3,26,4,16,2,26,3,20,1,28,3,12,5,25,9,15,4,25,5,15,3,26,4,15,1,28,2,15,5,12,49,3,,15,37,3,,14,33,4,,12,46,1,
37735693731221,37,73569,3731221,2020-21,3,117,2,,3,80,2,,4,68,2,,3,87,2,,3,122,1,,4,77,2,,4,81,1,,3,99,1,,2,205,3,,2,122,2,1,3,101,2,1,2,128,2,1
33669773337128,33,66977,3337128,2020-21,5,42,1,,4,35,,,7,6,,,5,39,,,3,55,,,5,29,,,4,9,,,3,45,,,2,98,,,3,45,,,2,28,,,2,78,,
43694684330569,43,69468,4330569,2020-21,2,4,,,2,3,,,6,1,,,2,7,,,5,3,,,2,6,,,4,3,,,5,3,,,2,4,,,4,2,,,7,1,,,2,3,,
19647336061576,19,64733,6061576,2020-21,19,31,12,11,26,15,3,19,24,12,15,9,25,13,16,12,20,25,14,10,24,14,16,8,25,12,11,11,21,18,16,8,20,24,22,5,25,11,13,12,25,11,16,8,22,15,18,6
19647250132324,19,64725,0132324,2020-21,31,,7,6,29,3,5,6,28,1,17,2,32,,5,5,28,3,8,3,27,4,4,7,30,5,4,10,32,2,2,6,30,1,6,7,28,4,4,7,30,3,7,10,27,4,3,4
30664640124743,30,66464,0124743,2020-21,,,,,,,,,,,,,,,,,25,1,3,1,25,2,2,1,31,,3,1,31,,3,1,26,1,4,,21,3,3,,26,1,4,,26,1,4,
07616480730259,07,61648,0730259,2020-21,7,70,2,,4,38,1,1,5,31,,,4,62,,,8,64,2,,4,28,,,7,29,,,6,57,1,,4,76,,,4,46,,,1,39,,,2,87,,
28662412831758,28,66241,2831758,2020-21,15,32,,,19,15,8,,18,5,4,,19,13,6,,13,31,4,,18,20,6,,16,5,4,,23,6,9,,8,53,3,,15,26,4,2,9,14,,,12,25,6,
33670586032015,33,67058,6032015,2020-21,24,6,13,3,24,7,8,4,25,6,3,9,28,4,1,10,23,8,1,10,21,11,3,7,23,7,2,9,23,7,1,10,29,3,7,8,31,2,1,12,25,5,4,7,25,4,5,7
39686760111310,39,68676,0111310,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,4,,22,2,4,,27,,4,,27,,4,
19734526103352,19,73452,6103352,2020-21,34,,1,7,28,1,7,3,34,,1,7,34,,2,6,29,1,4,4,25,4,6,,31,,4,4,31,,4,4,26,1,7,1,23,4,6,,28,,7,1,28,,7,1
33672070101170,33,67207,0101170,2020-21,32,,15,13,29,3,16,13,32,,12,8,29,4,16,6,29,6,15,14,30,5,9,18,31,2,3,14,29,5,4,18,26,10,18,9,27,11,12,11,31,3,7,14,28,4,11,12
50710435030200,50,71043,5030200,2020-21,23,3,7,,22,2,4,,18,6,,,23,3,7,,22,3,8,,21,1,6,,22,3,3,,22,2,9,,9,29,6,,22,2,5,,21,3,3,,9,27,7,
16638750101717,16,63875,0101717,2020-21,2,116,,,3,58,1,,3,33,,,3,46,,,3,129,,,3,71,1,,4,23,1,,4,41,,,4,97,1,,5,52,1,,3,40,,,3,76,,
51714645130018,51,71464,5130018,2020-21,4,38,,,5,22,,,4,21,,,5,29,,,4,32,,,2,31,,,3,20,,,4,35,,,3,34,,,2,26,,,2,22,,,4,37,,
47703596050801,47,70359,6050801,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43695836118541,43,69583,6118541,2020-21,24,,3,,18,4,4,,24,1,5,,24,,6,,24,,6,,16,4,5,,24,,6,,22,1,9,,16,9,,,18,8,,,18,8,,,18,8,,
01751016108971,01,75101,6108971,2020-21,26,6,15,12,28,4,19,7,28,6,13,11,31,3,9,15,30,5,12,11,30,5,12,11,31,,13,12,30,1,16,9,26,9,9,14,29,5,9,13,29,4,8,13,28,5,7,14
10101080111682,10,10108,0111682,2020-21,9,4,,,4,3,,,11,3,,,,,,,9,3,,,1,1,,,8,4,,,6,3,,,8,2,,,5,3,,,9,3,,,6,5,,
18641886010805,18,64188,6010805,2020-21,24,,2,,16,2,1,,24,,2,,24,,2,,25,,2,,13,4,,,25,,2,,25,,2,,21,2,,,10,4,,,21,2,,,21,2,,
36678760107730,36,67876,0107730,2020-21,4,23,,,7,11,,,7,10,,,4,17,,,7,18,,,8,11,1,,8,13,,,4,28,,,4,16,,,6,8,,,4,11,,,2,24,,
19651281936889,19,65128,1936889,2020-21,22,24,21,11,24,19,15,15,24,18,18,7,28,8,16,15,19,36,23,5,24,16,21,11,29,8,9,18,24,15,15,10,10,64,,,11,58,,,13,42,,,11,42,,
30665483038551,30,66548,3038551,2020-21,9,36,5,,11,20,3,,11,8,4,,12,15,6,,14,14,8,,10,18,6,,9,10,4,,12,18,6,,8,36,,,8,27,,,8,13,,,7,31,,
30665226104129,30,66522,6104129,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19648730119438,19,64873,0119438,2020-21,27,3,17,3,27,2,17,,27,1,17,1,28,2,15,2,29,4,13,3,35,,11,5,28,1,15,1,30,2,13,2,26,4,14,1,27,,15,,28,1,14,,27,2,13,1
19647330117747,19,64733,0117747,2020-21,17,21,14,1,17,15,11,,28,2,5,3,24,6,9,4,18,21,9,3,20,11,10,,27,3,4,3,22,9,6,5,16,26,12,,20,13,5,3,29,2,5,3,25,7,5,6
43696740135970,43,69674,0135970,2020-21,19,2,1,,17,1,1,,,,,,22,3,,,21,2,2,,9,2,,,,,,,22,2,1,,27,1,2,,19,2,,,,,,,23,2,2,
07617960730598,07,61796,0730598,2020-21,25,15,6,16,29,5,9,14,32,2,8,10,29,5,10,16,32,4,6,18,36,,,22,30,3,6,13,35,1,2,18,32,4,6,15,35,,4,17,31,2,3,12,35,,3,16
30666213035409,30,66621,3035409,2020-21,29,13,19,30,29,16,14,24,30,6,18,19,31,6,12,23,36,14,13,34,36,9,12,29,30,11,11,24,35,6,9,25,32,13,24,25,35,8,14,28,31,9,15,18,33,8,12,21
15638181535905,15,63818,1535905,2020-21,18,38,17,1,21,20,19,,22,10,17,3,20,17,13,4,18,36,21,3,19,25,18,1,24,9,16,4,19,21,14,1,17,46,19,4,17,30,21,1,17,23,16,3,16,34,9,2
19647336057921,19,64733,6057921,2020-21,19,24,9,7,23,8,8,7,23,8,8,7,25,6,8,7,19,19,12,3,22,9,11,2,22,7,12,4,21,8,12,3,21,16,12,4,25,7,9,4,22,5,6,1,22,9,9,5
19645016013155,19,64501,6013155,2020-21,21,23,17,,19,15,5,,25,2,13,,25,2,13,,24,9,27,,21,10,8,,27,2,12,,27,1,13,,22,15,22,,22,10,7,,26,1,13,,26,2,12,
54722316054456,54,72231,6054456,2020-21,20,13,5,1,26,3,11,,26,2,12,,26,1,13,,17,20,2,1,25,4,10,,25,4,10,,25,1,13,,20,12,5,,21,11,4,,23,6,8,,23,6,7,1
19647330107755,19,64733,0107755,2020-21,23,14,30,,20,27,15,,24,12,28,,25,6,25,,24,11,31,1,20,37,8,,22,29,15,,24,10,22,,26,9,32,,22,16,24,1,22,23,23,,23,8,26,
35674626035018,35,67462,6035018,2020-21,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23656150128280,23,65615,0128280,2020-21,2,46,,,2,34,,,2,24,,,3,39,,,2,44,,,2,29,,,2,21,,,2,46,,,3,41,,,2,27,,,2,34,,,2,61,,
19647330133884,19,64733,0133884,2020-21,32,,7,8,33,,6,6,,,,,33,,5,4,21,6,13,,27,,6,,27,,6,,27,,6,,21,8,,,21,8,,,42,,,4,42,,,4
19734451934801,19,73445,1934801,2020-21,33,3,7,21,29,8,11,16,30,5,10,17,31,2,12,17,32,5,4,25,26,16,8,16,30,8,7,20,29,7,14,10,27,13,15,16,26,14,11,16,27,9,12,14,29,9,6,21
37683380127647,37,68338,0127647,2020-21,20,13,7,1,19,12,7,,21,9,8,1,22,7,5,1,17,18,13,,16,17,8,,21,13,8,,18,11,9,,24,9,14,1,24,6,8,3,25,8,9,1,23,8,8,
41690624133716,41,69062,4133716,2020-21,23,42,83,,24,37,58,13,20,64,30,11,25,19,32,22,25,33,75,4,26,25,55,17,30,4,60,15,30,13,37,14,23,46,72,4,23,34,62,6,25,27,56,11,31,12,39,18
15633216009179,15,63321,6009179,2020-21,15,50,7,,21,12,12,2,24,4,17,1,27,3,16,1,16,44,6,,21,13,11,,24,5,16,,23,7,15,,19,25,12,2,21,12,11,2,22,5,18,,22,5,18,
07617960733659,07,61796,0733659,2020-21,25,18,22,9,29,5,14,11,27,7,12,10,29,6,11,16,33,3,6,26,31,4,6,20,42,,4,17,32,2,9,13,27,10,20,8,29,3,14,7,28,4,14,7,31,2,15,11
20756066024103,20,75606,6024103,2020-21,29,,2,,19,1,2,,29,,2,,29,,2,,19,1,2,,19,1,2,,29,,2,,29,,2,,12,3,1,,12,3,1,,16,2,1,,16,2,1,
36678766061923,36,67876,6061923,2020-21,29,4,14,11,18,18,17,3,26,6,15,6,26,6,14,7,30,3,14,10,28,2,22,2,27,5,20,2,28,4,21,1,9,71,2,,7,79,,,8,72,1,,10,59,1,
24656310126771,24,65631,0126771,2020-21,29,,8,3,23,5,5,4,32,,3,1,26,2,4,2,25,11,11,2,25,4,11,1,20,4,6,,22,3,6,,10,33,,,13,13,,,14,12,,,12,14,,
56724545630173,56,72454,5630173,2020-21,12,5,,,12,3,,,11,3,,,14,5,,,15,4,,,13,5,,,14,3,,,17,5,,,18,4,,,11,5,,,10,3,,,14,4,,
41689166043798,41,68916,6043798,2020-21,15,9,1,,20,3,1,,20,3,1,,20,3,1,,20,5,1,2,16,4,1,,28,1,1,2,19,3,1,,21,2,4,,23,1,5,,15,1,1,,21,1,3,
12626796007660,12,62679,6007660,2020-21,21,3,6,,21,4,4,,25,,6,,24,1,5,,24,3,5,,23,1,6,,25,1,5,,26,,6,,21,3,5,,20,3,5,,24,1,5,,24,1,5,
34322763931250,34,32276,3931250,2020-21,3,9,,,3,5,,,2,5,,,4,10,,,5,6,,,6,3,,,4,3,,,4,5,,,2,17,,,2,8,,,2,7,,,2,21,,
56726526115687,56,72652,6115687,2020-21,3,5,,,2,9,,,3,5,,,2,9,,,6,3,,,3,6,,,3,6,,,3,6,,,3,8,,,2,11,,,2,11,,,2,11,,
36677020102947,36,67702,0102947,2020-21,30,2,23,5,29,3,23,5,30,2,20,8,30,2,20,8,33,3,24,4,32,3,24,4,34,1,24,4,34,1,24,4,28,6,21,5,27,6,22,4,27,6,23,3,27,6,23,3
47703346050785,47,70334,6050785,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
