CDSCODE,C,D,S,SARCYear,AVGEN_Y1,NCSEN_Y1,NCMEN_Y1,NCLEN_Y1,AVGMA_Y1,NCSMA_Y1,NCMMA_Y1,NCLMA_Y1,AVGSC_Y1,NCSSC_Y1,NCMSC_Y1,NCLSC_Y1,AVGSS_Y1,NCSSS_Y1,NCMSS_Y1,NCLSS_Y1,AVGEN_Y2,NCSEN_Y2,NCMEN_Y2,NCLEN_Y2,AVGMA_Y2,NCSMA_Y2,NCMMA_Y2,NCLMA_Y2,AVGSC_Y2,NCSSC_Y2,NCMSC_Y2,NCLSC_Y2,AVGSS_Y2,NCSSS_Y2,NCMSS_Y2,NCLSS_Y2,AVGEN_Y3,NCSEN_Y3,NCMEN_Y3,NCLEN_Y3,AVGMA_Y3,NCSMA_Y3,NCMMA_Y3,NCLMA_Y3,AVGSC_Y3,NCSSC_Y3,NCMSC_Y3,NCLSC_Y3,AVGSS_Y3,NCSSS_Y3,NCMSS_Y3,NCLSS_Y3
37680230124321,37,68023,0124321,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,2,,,,,,,,,61,,,2
15637761534957,15,63776,1534957,2020-21,12,48,22,,14,42,12,,14,22,10,,13,28,16,,22,14,28,,21,13,19,,22,8,13,,24,6,16,1,24,11,23,1,22,13,16,1,22,8,11,,23,8,16,2
19650606023170,19,65060,6023170,2020-21,22,8,7,4,23,6,7,4,32,,6,6,33,,5,7,22,10,7,2,23,5,10,2,34,,2,9,30,2,5,6,21,10,8,2,22,9,6,3,29,1,10,1,29,2,5,6
15735446010011,15,73544,6010011,2020-21,21,7,5,3,27,3,3,5,25,3,5,4,28,2,7,1,27,2,16,2,25,3,8,1,27,,11,,26,3,8,,29,,7,1,29,1,3,4,30,,5,3,26,2,7,
27660766026140,27,66076,6026140,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01612756066492,01,61275,6066492,2020-21,23,5,19,,24,5,13,,,,,,26,1,16,,26,2,20,,25,4,14,,28,,17,,28,,16,,23,6,18,1,22,5,14,,28,,16,,28,,15,
50711006116388,50,71100,6116388,2020-21,20,2,4,,15,4,4,,32,,2,,15,4,4,,17,3,4,,17,3,4,,29,,2,,17,3,4,,17,4,2,,21,3,2,,26,2,1,1,17,4,2,
17640141734359,17,64014,1734359,2020-21,22,10,11,,21,13,8,,25,2,6,,24,6,12,,21,14,11,1,21,12,10,,22,4,3,1,24,8,11,,24,4,9,1,21,7,5,,25,1,1,,26,1,7,2
39685690132415,39,68569,0132415,2020-21,27,,2,,18,2,1,,27,,2,,27,,2,,28,,4,,24,2,1,1,28,,3,1,28,,3,1,21,3,1,,30,2,,2,21,3,1,,21,3,1,
29663166027080,29,66316,6027080,2020-21,,,,,,,,,,,,,,,,,22,1,1,,11,4,,,22,1,1,,22,1,1,,18,2,,,18,2,,,18,2,,,18,2,,
19646676117022,19,64667,6117022,2020-21,9,7,,,9,8,,,9,4,,,9,4,,,9,6,,,15,3,,,11,4,,,15,3,,,6,5,,,10,3,,,7,4,,,10,3,,
34673143430873,34,67314,3430873,2020-21,28,18,22,42,30,11,23,41,34,2,10,28,31,7,14,29,29,22,19,41,29,11,34,34,34,,15,25,30,9,13,31,29,22,14,48,28,16,42,28,33,2,10,28,31,7,17,32
41104134130076,41,10413,4130076,2020-21,3,22,,,3,16,,,3,13,,,2,24,,,5,15,1,,3,15,,,4,11,,,4,16,,,4,5,,,3,5,,,3,6,,,3,5,,
30664643036001,30,66464,3036001,2020-21,26,34,26,57,28,21,28,53,27,15,42,37,26,27,27,42,25,37,33,51,27,27,25,53,29,17,28,45,27,20,32,37,24,39,45,40,28,25,27,51,27,23,31,38,26,31,20,44
23656072334563,23,65607,2334563,2020-21,7,17,,1,5,21,,,6,12,1,,4,19,,,5,30,1,1,5,25,1,,5,16,1,,4,27,1,,6,27,2,,10,11,2,,6,15,,,5,23,,
37683616040380,37,68361,6040380,2020-21,31,,9,,31,1,1,1,15,6,,,20,6,3,,31,1,,9,33,,2,1,17,6,,,22,6,,3,29,,9,,29,,3,,29,,3,,29,,6,
54755230116590,54,75523,0116590,2020-21,17,21,9,,21,13,11,,24,7,12,,26,3,8,1,24,8,12,1,21,12,12,,25,8,11,,29,1,7,4,21,10,14,1,23,10,12,,23,8,11,2,23,5,7,3
16739326010573,16,73932,6010573,2020-21,30,,4,,30,,2,,29,,1,,30,,3,,31,,2,2,32,,1,1,,,,,32,,1,1,31,,4,,31,,2,,,,,,31,,2,
07617390730549,07,61739,0730549,2020-21,25,15,13,21,26,15,13,18,25,5,33,,28,6,14,9,32,12,15,20,28,10,17,15,24,7,32,,29,7,10,19,34,10,7,27,26,13,19,13,24,9,31,,28,7,14,16
19648570133173,19,64857,0133173,2020-21,43,,,1,14,3,,,22,2,,,43,,,1,17,2,,,9,4,,,9,4,,,17,2,,,26,1,1,,26,1,1,,17,2,1,,17,2,1,
07618046117451,07,61804,6117451,2020-21,25,5,23,,27,6,17,3,28,2,21,1,27,3,22,,27,4,20,2,23,13,15,1,30,1,18,3,28,2,20,1,25,6,19,2,22,12,13,2,29,2,14,5,27,3,15,4
34674476034425,34,67447,6034425,2020-21,22,21,9,12,23,15,12,10,31,2,10,14,32,1,9,12,22,17,6,14,24,12,13,8,31,2,11,11,33,1,5,15,23,15,12,7,25,11,12,7,30,1,12,10,29,4,12,7
36678763630993,36,67876,3630993,2020-21,7,31,2,,6,26,,,7,13,,,7,15,1,,8,40,2,,9,29,2,,10,24,1,,8,30,1,,6,41,2,,7,24,,1,9,18,3,,8,22,3,
24656982430080,24,65698,2430080,2020-21,5,5,,,6,6,,,2,5,,,8,4,,,13,4,,,8,5,,,4,5,,,12,4,,,16,5,,,11,7,,,9,3,,,15,3,2,
54755235430251,54,75523,5430251,2020-21,25,14,36,5,26,12,35,5,27,6,33,3,28,4,27,7,23,22,36,4,26,11,33,10,28,4,28,7,28,5,26,7,20,37,28,5,21,29,35,4,25,12,28,4,23,21,18,6
19645016013296,19,64501,6013296,2020-21,23,10,18,,23,5,8,,25,3,9,,25,4,8,,24,7,22,,24,4,9,,26,3,9,,26,3,9,,23,9,20,,23,5,7,1,27,1,10,,27,1,10,
52714986093546,52,71498,6093546,2020-21,15,21,12,,17,14,13,1,27,1,10,2,26,4,8,1,15,26,18,,16,20,17,1,24,4,10,,29,1,7,3,26,4,23,2,29,,16,5,25,3,10,1,29,1,9,2
30736503030657,30,73650,3030657,2020-21,27,18,65,9,28,8,45,24,29,7,43,22,28,10,50,14,29,10,68,12,38,4,32,36,33,1,45,22,29,3,56,16,14,137,5,1,14,124,,1,14,123,2,,14,122,4,
58727360131599,58,72736,0131599,2020-21,18,4,,,18,4,,,18,4,,,,,,,12,4,,,14,7,,,12,4,,,,,,,10,2,,,19,1,,,10,2,,,9,1,,
42767866062095,42,76786,6062095,2020-21,27,4,26,4,29,4,18,11,29,1,23,6,30,,25,4,31,5,20,8,28,5,24,5,30,,22,6,29,,26,3,30,6,10,18,24,18,17,6,31,,20,8,29,,26,4
36676523630845,36,67652,3630845,2020-21,3,4,,,3,5,,,2,3,,,2,8,,,2,8,,,5,3,,,3,4,,,2,6,,,2,10,,,2,9,,,3,6,,,2,12,,
30665223035706,30,66522,3035706,2020-21,23,41,41,5,26,21,34,12,28,10,27,9,28,13,24,18,25,33,35,15,26,15,35,15,27,7,30,8,30,9,22,21,21,52,38,10,22,30,39,9,24,17,26,7,26,17,21,23
27660680134254,27,66068,0134254,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56105610135798,56,10561,0135798,2020-21,2,13,,,7,4,,,7,3,,,7,4,,,3,11,,,7,4,,,6,3,,,7,2,,,3,8,,,9,3,,,8,2,,,9,2,,
36677360116723,36,67736,0116723,2020-21,17,13,8,1,15,13,7,,18,9,8,,18,8,5,2,16,14,9,,16,12,4,2,20,7,5,3,18,8,5,2,8,35,,,8,31,,,9,28,,,8,27,,
07618126005235,07,61812,6005235,2020-21,24,8,23,,25,3,25,,27,2,24,,28,3,24,,27,6,20,2,28,3,20,2,29,2,19,3,30,2,20,4,27,5,23,,26,5,22,,28,2,23,,29,2,23,2
37683380114025,37,68338,0114025,2020-21,25,17,9,21,24,15,11,14,29,4,3,18,30,3,5,20,30,5,12,13,26,10,17,6,30,1,10,10,32,2,11,15,31,4,13,21,25,13,14,5,30,1,17,6,30,3,17,13
40754656042980,40,75465,6042980,2020-21,16,5,2,,12,8,,,15,4,1,,18,3,1,,18,7,2,1,13,5,2,,18,4,1,,28,1,1,1,24,5,1,1,14,6,1,,21,3,2,,21,3,1,
36677106106504,36,67710,6106504,2020-21,22,15,10,9,22,17,14,6,29,4,4,16,29,4,7,13,23,13,15,6,26,14,14,6,28,3,14,8,27,6,11,9,20,24,5,8,19,22,13,4,26,7,11,9,25,10,9,9
12768026007868,12,76802,6007868,2020-21,15,7,3,,19,5,2,,17,4,3,,19,4,2,,12,14,5,,12,8,2,,11,7,2,,9,10,1,,11,14,2,,13,8,1,,14,9,2,,12,7,1,
50713246053201,50,71324,6053201,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25658966025902,25,65896,6025902,2020-21,,,,,,,,,,,,,,,,,10,3,,,10,1,,,10,1,,,10,1,,,13,3,,,7,2,,,13,1,,,13,1,,
19650940116566,19,65094,0116566,2020-21,24,6,13,,25,4,9,3,25,5,10,1,26,3,11,1,22,8,7,3,23,4,9,2,22,5,11,,21,9,7,1,17,20,4,5,17,17,5,4,13,18,7,,12,23,4,
34674473430097,34,67447,3430097,2020-21,2,18,,,1,9,,,2,10,,,2,14,,,2,41,,,1,8,,,2,19,,,2,37,,,3,28,,,3,8,,,2,15,,,3,30,,
54755236054225,54,75523,6054225,2020-21,21,14,15,,20,17,10,,24,4,17,,24,4,17,,26,3,24,,24,9,14,2,27,2,19,,26,5,15,2,22,16,14,2,22,10,16,1,25,7,15,,26,5,14,2
49709386052211,49,70938,6052211,2020-21,19,4,1,,17,4,2,,25,,4,,25,,4,,18,5,,,25,1,3,,23,1,3,,24,1,3,,25,2,2,,22,2,3,,25,2,2,,27,1,2,1
34673146059174,34,67314,6059174,2020-21,24,20,16,10,23,22,6,12,27,3,29,1,29,3,21,7,26,10,20,7,19,29,17,1,26,4,30,,27,6,17,9,27,5,8,3,19,17,2,3,27,2,16,,30,,9,8
37681063730058,37,68106,3730058,2020-21,27,22,23,39,22,35,22,27,28,11,9,28,28,16,19,33,29,26,11,46,26,25,18,32,36,4,8,33,32,6,21,36,24,38,12,31,23,30,11,30,26,21,13,21,26,28,8,30
41690396044796,41,69039,6044796,2020-21,25,3,28,,27,2,18,,27,1,19,,27,3,19,,26,4,19,,26,2,18,,27,2,17,,28,1,19,,24,5,18,,27,3,16,,29,,17,,28,2,17,
07617546118087,07,61754,6118087,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20652432035640,20,65243,2035640,2020-21,8,24,1,2,16,6,3,2,16,4,2,1,15,13,,3,10,15,1,1,14,8,2,1,11,6,,1,15,12,1,2,2,75,,,3,47,,,3,27,,,5,41,,
42692600116434,42,69260,0116434,2020-21,28,5,11,8,22,15,13,2,24,7,14,2,24,6,11,2,26,8,14,4,24,7,19,3,24,8,15,,24,6,10,3,24,9,16,3,25,10,14,5,26,6,10,7,25,6,9,5
19753090136648,19,75309,0136648,2020-21,1,1194,,,1,925,,,1,463,,,1,1060,,,1,1461,,,1,963,,,1,468,,,1,1256,,,1,1423,,,1,679,,,1,462,,,1,726,,
19644516057616,19,64451,6057616,2020-21,25,17,21,10,27,9,12,14,33,1,2,25,33,3,1,25,34,8,4,23,32,4,7,19,34,2,2,24,34,2,2,25,32,4,27,8,27,1,33,,27,2,33,,28,1,33,
30666706030407,30,66670,6030407,2020-21,28,1,5,3,31,,5,3,31,,5,3,21,8,1,3,23,4,4,3,25,2,5,3,27,2,5,2,31,1,3,4,21,4,7,,22,3,7,,24,4,6,,28,1,4,3
10624146117865,10,62414,6117865,2020-21,24,1,4,,24,,4,,24,,4,,24,,4,,26,,4,,26,,4,,26,,4,,26,,4,,28,,4,,28,,4,,28,,4,,28,,4,
19647330102137,19,64733,0102137,2020-21,3,29,,,3,22,,,4,11,,,5,15,,,3,28,,,4,17,,,4,9,,,5,17,,,5,13,,,7,7,1,,4,9,,,5,11,,
07616480110494,07,61648,0110494,2020-21,10,20,,,13,9,,,10,6,,,14,9,,,10,22,,,19,5,3,,11,4,,,16,8,,1,6,30,,,7,14,,,8,8,,,8,20,,
52715716053581,52,71571,6053581,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34674396059315,34,67439,6059315,2020-21,23,5,2,,20,5,3,,26,2,,4,33,1,,5,23,2,4,,20,3,4,,23,3,1,2,23,3,1,2,23,3,3,,19,4,3,,23,3,,3,23,3,,3
37103710138792,37,10371,0138792,2020-21,6,2,,,4,10,,,4,2,,,5,2,,,5,16,,,3,17,,,4,5,,,5,8,,,6,14,,,4,16,,,8,6,,,5,6,,
16101656069298,16,10165,6069298,2020-21,3,9,,,3,8,,,4,6,,,4,6,,,1,6,,,1,6,,,2,3,,,2,7,,,2,3,,,1,3,,,3,2,,,1,2,,
21654822132587,21,65482,2132587,2020-21,23,23,66,,24,19,62,1,25,17,77,1,23,20,73,,24,17,70,,24,20,55,7,25,14,69,8,25,16,46,14,24,18,71,,24,25,46,15,25,19,64,15,24,20,57,15
37684116059760,37,68411,6059760,2020-21,25,16,10,14,28,6,13,12,30,3,13,13,29,6,7,16,29,16,9,14,35,6,10,13,30,3,13,12,29,6,9,14,31,12,9,12,37,9,7,13,26,9,6,13,27,10,5,11
12629016007983,12,62901,6007983,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06615980631259,06,61598,0631259,2020-21,21,8,12,,23,5,10,,23,5,6,1,22,8,5,,23,8,8,4,25,5,7,2,20,7,5,,23,8,4,1,18,17,6,,18,18,1,,20,7,5,,20,9,5,
49708626051932,49,70862,6051932,2020-21,26,3,6,,13,4,2,,13,6,,,26,,3,,29,,6,,13,5,2,,11,8,,,12,7,,,15,7,1,,11,8,1,,12,8,,,14,6,1,
36738583630076,36,73858,3630076,2020-21,10,6,,,4,8,,,12,5,,,11,4,,,8,7,,,6,4,,,11,3,,,8,3,,,9,6,,,7,5,,,10,4,,,10,4,,
13101320131094,13,10132,0131094,2020-21,9,20,1,,9,12,1,,10,11,,,7,18,,,12,23,2,,12,13,,,19,6,2,,12,13,1,,,,,,,,,,,,,,,,,
54721166054340,54,72116,6054340,2020-21,,,,,36,,,1,36,,,1,36,,,1,23,,1,,23,,1,,23,,1,,23,,1,,20,2,,,20,2,,,20,2,,,20,2,,
30666216061733,30,66621,6061733,2020-21,20,14,18,,22,9,15,,23,5,11,3,25,4,12,2,20,12,15,,21,10,13,,26,4,9,4,26,3,12,2,20,12,14,2,20,12,11,1,26,4,9,4,25,5,9,4
42691206045991,42,69120,6045991,2020-21,25,18,18,10,24,9,18,8,29,2,8,4,28,3,6,6,20,26,28,4,24,13,24,4,23,6,30,,23,6,30,,21,32,24,5,21,17,25,1,24,8,26,,26,6,25,1
19648166110571,19,64816,6110571,2020-21,19,16,18,,21,12,19,2,25,4,16,1,22,7,18,,20,17,12,3,25,7,8,12,30,2,11,5,25,8,12,3,23,9,22,,22,8,15,1,29,1,15,1,26,4,15,1
49707306120588,49,70730,6120588,2020-21,2,99,,,2,86,,,2,56,,,2,96,,,3,74,1,,5,38,,,3,43,,,2,75,,,4,60,,,7,26,,2,2,41,,,3,65,1,
19768696023832,19,76869,6023832,2020-21,31,2,9,11,29,,18,1,32,1,2,18,32,1,3,17,29,4,4,16,14,22,19,,34,,1,19,34,,,20,32,1,7,13,32,,10,8,33,,5,15,33,,6,14
01750930138164,01,75093,0138164,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01612590136051,01,61259,0136051,2020-21,18,55,42,15,20,46,42,10,22,34,43,4,23,31,47,14,20,49,52,7,21,35,49,7,21,32,47,5,22,28,58,5,14,63,30,4,18,29,31,2,18,33,30,1,11,82,14,2
52716476053664,52,71647,6053664,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27660920129239,27,66092,0129239,2020-21,19,4,4,,19,2,2,,19,2,2,,19,2,2,,9,16,2,,24,2,,1,24,2,,1,22,5,,2,17,4,2,,20,2,2,,40,,,2,20,2,2,
33670906112858,33,67090,6112858,2020-21,26,6,20,4,23,12,16,6,28,4,17,5,28,4,16,6,28,4,17,7,26,8,14,9,29,4,12,10,29,4,14,8,29,3,16,8,27,5,19,3,28,5,17,4,28,4,16,6
33751923330636,33,75192,3330636,2020-21,5,49,1,,2,45,,,2,25,,,4,59,1,,5,46,1,,2,34,,,2,24,,,4,58,,,6,49,1,,2,44,,,2,24,,,5,59,,
36676110129452,36,67611,0129452,2020-21,100,,,2,50,,,4,100,,,2,,,,,103,,,2,69,,,3,103,,,2,,,,,55,,,4,37,2,,4,55,,,4,,,,
37683383730116,37,68338,3730116,2020-21,27,,2,,27,,2,,27,,2,,27,,2,,23,1,1,,23,1,1,,23,1,1,,23,1,1,,21,2,,,21,2,,,21,2,,,21,2,,
36679590124032,36,67959,0124032,2020-21,25,,6,,25,,6,,25,,6,,17,11,6,,25,,6,,25,2,10,,25,,6,,21,7,12,1,24,1,8,,25,,12,,25,,6,,25,,6,
12753826008049,12,75382,6008049,2020-21,4,2,,,4,2,,,4,2,,,4,2,,,7,1,,,7,1,,,7,1,,,7,1,,,6,1,,,6,1,,,6,1,,,6,1,,
05615640530055,05,61564,0530055,2020-21,8,7,,,6,4,,,4,4,,,8,9,,,5,9,,,4,7,,,4,6,,,5,10,,,4,21,,,3,20,,,2,22,,,4,22,,
50105045030069,50,10504,5030069,2020-21,,,,,13,5,,,,,,,,,,,3,22,,,3,3,,,2,8,,,3,15,,,3,22,,,5,2,,,2,7,,,2,19,,
19757136011019,19,75713,6011019,2020-21,16,5,2,1,29,1,2,1,29,1,2,1,29,1,2,1,17,4,4,,30,,4,,30,,4,,30,,4,,13,6,3,,23,2,3,,28,1,3,,28,1,3,
15637766010052,15,63776,6010052,2020-21,17,20,14,,15,24,10,,16,19,13,,17,17,13,,22,10,15,,23,9,10,3,29,1,14,1,24,6,15,,24,10,8,6,24,6,13,2,29,3,9,4,24,6,14,1
10755986005813,10,75598,6005813,2020-21,24,2,11,,22,3,8,,24,2,8,,25,1,8,,21,5,7,,22,3,7,,25,1,7,,23,2,7,,22,3,8,,24,1,8,,27,,8,,27,,8,
49753904930251,49,75390,4930251,2020-21,11,2,,,12,2,,,,,,,12,2,,,24,1,1,,12,2,,,,,,,24,1,1,,4,6,,,8,2,,,2,1,,,5,5,,
19757136011092,19,75713,6011092,2020-21,20,6,3,3,33,,3,3,33,,3,3,33,,3,3,21,6,3,3,33,,3,3,33,,3,3,33,,3,3,16,9,4,2,22,3,4,2,32,,4,2,32,,4,2
01612006085773,01,61200,6085773,2020-21,18,16,13,1,23,7,13,,23,9,12,,26,3,13,1,25,4,12,3,20,14,10,1,23,7,15,,26,3,12,3,23,5,13,1,21,7,14,,23,8,12,,24,4,13,1
54755235432786,54,75523,5432786,2020-21,28,12,51,12,27,14,52,9,29,7,26,19,30,5,26,21,28,12,49,17,27,16,50,12,29,6,24,23,26,16,25,19,18,65,47,8,27,15,49,19,18,46,35,4,15,69,33,7
36676113630712,36,67611,3630712,2020-21,3,29,,,4,17,,,3,15,,,2,28,,,3,33,,,4,23,,,5,14,,,4,25,,,4,31,,,4,23,,,5,14,,,3,34,,
36678766061907,36,67876,6061907,2020-21,27,10,7,23,28,9,4,19,32,2,5,21,32,2,5,21,27,11,12,17,30,5,11,18,29,5,8,18,29,5,7,19,14,55,20,1,17,33,12,10,19,24,12,10,19,24,12,10
19647250131938,19,64725,0131938,2020-21,12,4,1,,4,2,,,1,2,,,4,1,,,5,9,,,1,4,,,1,2,,,3,4,,,5,8,,,2,4,,,2,3,,,3,6,,
15634121531656,15,63412,1531656,2020-21,12,9,1,,11,6,,,9,4,1,,12,3,1,,8,10,,,9,8,,,9,4,,,6,9,,,7,10,,1,3,6,,,1,3,,,3,9,,
36676783630035,36,67678,3630035,2020-21,24,23,31,14,27,11,33,12,23,14,17,12,26,14,17,20,25,20,34,13,24,19,29,13,26,10,18,11,25,16,26,10,13,87,27,11,13,78,25,6,13,62,15,5,14,66,28,4
38684780119958,38,68478,0119958,2020-21,24,6,8,1,25,4,8,2,30,,6,4,27,3,9,1,23,8,6,1,21,7,8,,29,2,5,3,24,6,7,1,24,5,7,4,26,6,5,2,30,,9,1,27,2,9,1
36678686068779,36,67868,6068779,2020-21,25,6,6,9,23,8,4,10,27,3,8,8,29,2,6,9,19,11,7,8,20,9,9,5,29,2,9,6,26,3,10,5,22,10,8,5,20,10,9,4,29,2,8,7,28,3,8,5
19645191930320,19,64519,1930320,2020-21,21,52,35,24,23,30,25,28,25,19,18,27,20,34,32,14,23,40,15,35,24,20,26,25,22,20,28,15,23,23,20,21,22,38,58,,22,28,53,,22,24,38,,23,23,43,
56105616069231,56,10561,6069231,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15636280138131,15,63628,0138131,2020-21,2,195,,,2,182,,,2,159,,,2,164,,,2,281,3,,2,283,4,,2,201,1,,2,283,,,2,430,,,2,467,,,2,367,,,2,423,,
37683616085161,37,68361,6085161,2020-21,26,1,3,1,31,,4,,32,,3,1,29,,4,,23,2,4,,21,3,3,,25,1,4,,23,3,2,,29,,5,1,29,,7,1,26,1,7,1,23,2,4,1
33671246106058,33,67124,6106058,2020-21,29,7,10,14,27,5,15,13,29,5,12,14,29,4,16,11,28,7,18,17,30,3,14,14,30,6,5,15,28,7,11,15,28,8,23,14,28,7,11,15,28,4,16,8,28,7,17,11
07617210107797,07,61721,0107797,2020-21,27,18,33,54,27,21,50,34,28,5,68,,30,9,36,40,29,15,37,49,29,17,39,39,29,7,61,1,31,6,28,49,30,13,26,59,30,9,46,35,30,3,57,8,32,5,25,51
30666706110183,30,66670,6110183,2020-21,18,9,4,1,23,7,3,1,28,1,5,3,28,3,4,2,27,2,5,3,24,3,7,,27,3,5,1,22,4,7,,29,1,6,3,28,1,7,1,28,2,4,3,28,,6,3
14632486008692,14,63248,6008692,2020-21,13,2,,,12,2,,,13,2,,,13,2,,,11,2,,,11,2,,,11,2,,,11,2,,,12,2,,,12,2,,,14,1,,,12,2,,
19642611930288,19,64261,1930288,2020-21,29,21,41,58,32,1,41,48,30,5,50,18,31,9,31,42,30,16,38,55,31,2,46,41,29,10,36,30,31,5,44,33,28,19,43,51,31,4,47,39,29,8,41,26,31,8,26,44
19757136011027,19,75713,6011027,2020-21,18,4,1,2,29,,4,,30,,3,1,30,,3,1,28,2,,6,28,1,1,2,28,1,1,2,28,1,,3,28,1,1,2,28,,4,,28,,4,,28,1,1,2
45699894530234,45,69989,4530234,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42692296060024,42,69229,6060024,2020-21,24,8,20,4,23,9,18,3,26,6,20,4,26,7,17,3,23,8,21,2,24,7,21,2,28,2,23,,28,2,22,1,19,15,5,,23,7,16,,22,5,10,,21,6,8,
50711750121129,50,71175,0121129,2020-21,24,45,17,45,25,31,20,42,28,17,11,37,24,31,16,43,23,40,20,41,23,37,15,41,30,10,10,36,25,28,10,46,18,83,17,44,18,69,22,38,17,52,19,29,16,83,15,43
34673143432572,34,67314,3432572,2020-21,25,30,13,32,28,15,20,26,26,16,13,17,28,12,18,30,23,31,21,27,28,15,20,26,25,13,20,12,26,20,13,32,21,19,9,13,25,8,16,9,26,5,12,3,26,10,12,11
33671243333770,33,67124,3333770,2020-21,25,28,46,25,26,23,37,26,24,26,34,12,27,19,34,28,23,38,46,20,24,31,40,21,22,28,33,11,21,42,29,23,24,33,54,23,23,26,50,19,20,32,40,9,21,37,29,26
33752006108849,33,75200,6108849,2020-21,24,17,14,12,21,27,15,7,9,7,,,29,5,11,15,23,18,12,16,26,11,24,3,29,4,26,4,29,,27,4,22,19,15,12,25,11,23,3,26,8,26,2,28,3,21,7
52715226053474,52,71522,6053474,2020-21,18,1,,,9,2,,,9,2,,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19648570133611,19,64857,0133611,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37681970134155,37,68197,0134155,2020-21,24,12,18,,22,17,10,3,26,8,9,5,25,4,16,,26,9,19,2,24,12,14,3,27,7,8,4,28,,16,2,18,18,9,,20,10,8,1,29,,14,1,21,10,11,
34674396061832,34,67439,6061832,2020-21,19,21,8,4,19,20,7,4,22,11,10,3,22,10,12,2,20,17,15,2,20,18,11,3,23,10,9,6,25,6,12,5,20,22,9,3,21,17,10,2,22,14,9,3,24,11,10,4
17640141730043,17,64014,1730043,2020-21,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36739573630233,36,73957,3630233,2020-21,27,17,46,18,28,11,48,13,26,13,40,11,26,17,32,11,31,15,35,27,29,15,39,20,33,9,29,23,30,17,26,16,30,18,44,20,29,19,39,18,34,10,30,22,30,15,31,11
19647330127803,19,64733,0127803,2020-21,20,6,1,2,19,6,4,1,17,4,,1,5,14,1,,16,10,4,2,18,9,9,,19,2,2,1,13,6,2,1,23,5,5,4,20,8,4,2,27,1,4,2,22,2,4,1
33672156061790,33,67215,6061790,2020-21,19,29,18,8,29,6,18,12,30,4,11,17,30,4,11,17,16,47,20,3,27,8,19,12,29,5,12,16,29,4,20,9,7,141,1,,7,146,,,7,129,,,7,122,,
34673306118012,34,67330,6118012,2020-21,26,12,8,20,27,10,7,20,30,4,5,24,34,,4,24,27,9,16,16,29,7,10,18,32,2,6,24,33,1,7,22,30,6,6,22,34,4,13,14,30,3,12,16,31,1,16,12
15633216008957,15,63321,6008957,2020-21,17,57,16,,21,18,17,,26,6,20,3,26,6,15,6,18,47,21,,22,19,12,3,25,7,19,3,26,3,20,4,19,51,18,3,21,19,17,1,25,8,13,10,26,6,12,12
14101400128454,14,10140,0128454,2020-21,12,50,9,1,11,26,3,1,14,14,4,,9,33,3,,9,71,5,,9,35,,,8,23,,,7,37,3,,9,29,2,,12,17,2,,16,6,,,11,12,2,
37684116059752,37,68411,6059752,2020-21,21,20,17,7,23,16,13,6,25,8,24,,28,4,13,10,31,14,10,13,34,7,12,11,26,6,25,,30,4,9,13,29,15,4,13,32,10,9,12,26,8,22,,32,3,6,14
19647331939784,19,64733,1939784,2020-21,5,57,,,9,28,,,,,,,,,,,7,30,,,9,28,,,,,,,,,,,6,31,,,9,28,,,,,,,,,,
33670906061774,33,67090,6061774,2020-21,25,12,17,6,23,18,19,5,25,5,26,1,26,6,19,6,24,12,18,3,22,24,18,,24,10,13,8,26,5,18,6,25,10,15,3,24,9,21,1,26,3,18,5,26,4,17,5
19647256015572,19,64725,6015572,2020-21,30,3,2,13,31,2,4,11,28,3,3,9,29,3,3,12,29,6,1,15,30,3,5,10,28,4,4,8,29,4,2,13,22,10,8,10,21,12,10,4,19,10,4,7,22,9,6,9
37764710114678,37,76471,0114678,2020-21,24,5,19,,24,9,13,2,23,4,8,,25,1,5,,23,16,15,,24,12,12,,22,9,3,,24,9,9,,20,14,13,,20,16,14,,28,2,13,,20,14,13,
